CustomerID,ProductID,Quantity,TotalAmount,DaysAgo,PurchaseDate
19,41,2,2624.08,183,5/2/2025
20,21,1,369.69,160,5/25/2025
21,24,2,608.18,12,10/20/2025
21,12,1,351.41,196,4/19/2025
21,29,1,1719.14,28,10/4/2025
21,42,1,1618.56,62,8/31/2025
21,1,1,580.76,28,10/4/2025
21,47,1,1350.15,100,7/24/2025
21,16,1,477.68,57,9/5/2025
21,44,3,1941.96,100,7/24/2025
21,22,1,956.37,26,10/6/2025
21,14,1,1469.35,4,10/28/2025
21,31,2,123.7,57,9/5/2025
22,27,1,1601.09,22,10/10/2025
22,45,1,426.9,75,8/18/2025
22,10,1,1764.63,30,10/2/2025
23,8,1,1923.47,155,5/30/2025
23,9,1,1723.8,44,9/18/2025
23,22,1,956.37,323,12/13/2024
24,16,1,477.68,54,9/8/2025
24,29,2,3438.28,93,7/31/2025
24,16,2,955.36,231,3/15/2025
25,36,1,190.96,365,11/1/2024
25,27,1,1601.09,17,10/15/2025
25,11,1,1743.93,50,9/12/2025
26,9,1,1723.8,16,10/16/2025
26,2,1,982.19,32,9/30/2025
26,13,1,1580.74,40,9/22/2025
27,42,1,1618.56,105,7/19/2025
27,4,1,280.69,10,10/22/2025
28,15,1,1854.56,85,8/8/2025
28,34,1,1161.45,19,10/13/2025
28,30,1,77.24,52,9/10/2025
28,3,1,1652.15,140,6/14/2025
28,24,1,304.09,14,10/18/2025
28,38,1,955.71,75,8/18/2025
28,19,2,1105.88,108,7/16/2025
29,21,3,1109.07,39,9/23/2025
29,9,1,1723.8,39,9/23/2025
29,19,1,552.94,116,7/8/2025
29,49,1,1218.03,160,5/25/2025
30,6,1,360.61,365,11/1/2024
30,19,1,552.94,31,10/1/2025
30,40,1,497.23,179,5/6/2025
31,47,1,1350.15,100,7/24/2025
31,37,1,1665.25,159,5/26/2025
31,22,1,956.37,5,10/27/2025
31,32,1,350.23,60,9/2/2025
31,2,1,982.19,68,8/25/2025
32,28,1,1370.06,93,7/31/2025
32,4,1,280.69,24,10/8/2025
32,8,1,1923.47,167,5/18/2025
32,28,1,1370.06,0,11/1/2025
33,4,1,280.69,130,6/24/2025
33,46,1,490.88,132,6/22/2025
33,1,1,580.76,170,5/15/2025
34,22,1,956.37,66,8/27/2025
34,2,1,982.19,279,1/26/2025
35,44,1,647.32,114,7/10/2025
35,13,1,1580.74,8,10/24/2025
35,16,1,477.68,28,10/4/2025
36,2,1,982.19,139,6/15/2025
37,2,2,1964.38,122,7/2/2025
37,30,1,77.24,76,8/17/2025
38,21,1,369.69,105,7/19/2025
38,40,1,497.23,54,9/8/2025
38,46,1,490.88,103,7/21/2025
38,49,1,1218.03,121,7/3/2025
39,38,1,955.71,154,5/31/2025
39,31,2,123.7,87,8/6/2025
40,50,1,90.03,118,7/6/2025
40,36,1,190.96,4,10/28/2025
40,31,1,61.85,44,9/18/2025
40,43,1,1751.64,60,9/2/2025
40,34,3,3484.35,153,6/1/2025
40,21,1,369.69,68,8/25/2025
41,45,1,426.9,8,10/24/2025
41,9,1,1723.8,30,10/2/2025
41,1,3,1742.28,33,9/29/2025
41,13,1,1580.74,74,8/19/2025
42,39,1,1985.36,365,11/1/2024
42,50,1,90.03,365,11/1/2024
42,25,1,551.11,10,10/22/2025
42,28,1,1370.06,79,8/14/2025
43,8,1,1923.47,335,12/1/2024
43,15,1,1854.56,16,10/16/2025
43,50,1,90.03,305,12/31/2024
43,23,1,1310.95,144,6/10/2025
43,13,1,1580.74,365,11/1/2024
43,46,1,490.88,37,9/25/2025
44,26,1,1936.36,365,11/1/2024
44,12,1,351.41,113,7/11/2025
44,16,1,477.68,21,10/11/2025
45,10,1,1764.63,18,10/14/2025
45,48,1,1068.54,58,9/4/2025
45,13,1,1580.74,100,7/24/2025
45,31,1,61.85,207,4/8/2025
45,1,3,1742.28,46,9/16/2025
45,18,1,625.11,201,4/14/2025
45,34,1,1161.45,112,7/12/2025
46,17,1,857.39,158,5/27/2025
46,5,1,668.86,117,7/7/2025
46,9,1,1723.8,7,10/25/2025
47,30,1,77.24,27,10/5/2025
47,25,2,1102.22,19,10/13/2025
47,27,1,1601.09,186,4/29/2025
47,32,1,350.23,80,8/13/2025
48,45,1,426.9,194,4/21/2025
48,5,1,668.86,3,10/29/2025
48,31,1,61.85,175,5/10/2025
48,29,1,1719.14,2,10/30/2025
48,32,1,350.23,364,11/2/2024
49,41,1,1312.04,72,8/21/2025
49,28,3,4110.18,25,10/7/2025
49,48,1,1068.54,5,10/27/2025
49,19,1,552.94,114,7/10/2025
49,21,1,369.69,34,9/28/2025
49,28,1,1370.06,131,6/23/2025
50,24,1,304.09,5,10/27/2025
50,15,1,1854.56,0,11/1/2025
50,26,1,1936.36,40,9/22/2025
50,16,2,955.36,12,10/20/2025
51,30,1,77.24,306,12/30/2024
51,2,1,982.19,2,10/30/2025
52,27,2,3202.18,37,9/25/2025
52,23,1,1310.95,40,9/22/2025
52,49,2,2436.06,30,10/2/2025
52,4,1,280.69,8,10/24/2025
53,25,1,551.11,30,10/2/2025
53,24,1,304.09,23,10/9/2025
53,40,1,497.23,29,10/3/2025
53,50,1,90.03,326,12/10/2024
54,31,1,61.85,81,8/12/2025
54,40,1,497.23,29,10/3/2025
54,41,1,1312.04,150,6/4/2025
54,46,1,490.88,99,7/25/2025
54,18,1,625.11,111,7/13/2025
55,21,1,369.69,85,8/8/2025
55,5,1,668.86,14,10/18/2025
55,8,1,1923.47,104,7/20/2025
55,48,1,1068.54,22,10/10/2025
55,3,1,1652.15,3,10/29/2025
56,35,1,271.69,282,1/23/2025
56,31,2,123.7,1,10/31/2025
57,34,2,2322.9,51,9/11/2025
57,43,1,1751.64,90,8/3/2025
57,17,1,857.39,158,5/27/2025
57,26,1,1936.36,161,5/24/2025
57,4,1,280.69,365,11/1/2024
58,10,1,1764.63,168,5/17/2025
58,20,1,1322.14,35,9/27/2025
58,31,1,61.85,14,10/18/2025
58,47,1,1350.15,149,6/5/2025
59,18,1,625.11,7,10/25/2025
60,42,1,1618.56,300,1/5/2025
60,43,1,1751.64,51,9/11/2025
60,7,1,171.98,119,7/5/2025
60,40,2,994.46,1,10/31/2025
60,50,1,90.03,118,7/6/2025
61,18,1,625.11,7,10/25/2025
61,44,2,1294.64,134,6/20/2025
61,14,1,1469.35,213,4/2/2025
61,9,1,1723.8,50,9/12/2025
61,5,1,668.86,29,10/3/2025
62,5,1,668.86,13,10/19/2025
62,36,1,190.96,87,8/6/2025
63,1,1,580.76,35,9/27/2025
63,44,1,647.32,263,2/11/2025
64,23,1,1310.95,37,9/25/2025
65,19,1,552.94,186,4/29/2025
65,2,1,982.19,77,8/16/2025
65,43,1,1751.64,178,5/7/2025
65,42,1,1618.56,35,9/27/2025
66,40,1,497.23,70,8/23/2025
66,44,1,647.32,13,10/19/2025
66,10,1,1764.63,196,4/19/2025
66,10,1,1764.63,206,4/9/2025
67,6,1,360.61,32,9/30/2025
67,32,1,350.23,33,9/29/2025
67,21,1,369.69,86,8/7/2025
68,3,1,1652.15,237,3/9/2025
68,27,1,1601.09,78,8/15/2025
68,47,3,4050.45,21,10/11/2025
68,25,1,551.11,273,2/1/2025
68,28,1,1370.06,52,9/10/2025
68,16,1,477.68,110,7/14/2025
68,46,1,490.88,365,11/1/2024
69,25,1,551.11,33,9/29/2025
69,33,1,1015.75,42,9/20/2025
69,18,1,625.11,39,9/23/2025
69,6,1,360.61,96,7/28/2025
69,16,1,477.68,115,7/9/2025
70,8,1,1923.47,35,9/27/2025
71,14,1,1469.35,158,5/27/2025
71,19,1,552.94,7,10/25/2025
72,15,1,1854.56,153,6/1/2025
72,10,1,1764.63,242,3/4/2025
72,14,1,1469.35,52,9/10/2025
73,36,1,190.96,82,8/11/2025
73,6,1,360.61,53,9/9/2025
74,47,1,1350.15,65,8/28/2025
74,13,1,1580.74,125,6/29/2025
75,3,1,1652.15,142,6/12/2025
75,31,1,61.85,7,10/25/2025
75,7,1,171.98,49,9/13/2025
75,24,1,304.09,112,7/12/2025
76,16,2,955.36,365,11/1/2024
76,37,1,1665.25,26,10/6/2025
77,49,2,2436.06,55,9/7/2025
77,19,1,552.94,76,8/17/2025
77,34,2,2322.9,165,5/20/2025
77,27,1,1601.09,64,8/29/2025
77,32,3,1050.69,31,10/1/2025
77,14,1,1469.35,44,9/18/2025
78,34,1,1161.45,14,10/18/2025
78,23,1,1310.95,12,10/20/2025
78,32,1,350.23,65,8/28/2025
79,40,1,497.23,83,8/10/2025
79,41,1,1312.04,4,10/28/2025
79,3,1,1652.15,227,3/19/2025
79,47,1,1350.15,189,4/26/2025
80,36,1,190.96,270,2/4/2025
80,20,1,1322.14,21,10/11/2025
80,19,2,1105.88,163,5/22/2025
80,3,1,1652.15,14,10/18/2025
80,43,2,3503.28,198,4/17/2025
81,26,1,1936.36,19,10/13/2025
81,19,1,552.94,68,8/25/2025
81,42,1,1618.56,21,10/11/2025
81,8,1,1923.47,35,9/27/2025
81,22,1,956.37,67,8/26/2025
82,11,1,1743.93,9,10/23/2025
82,47,1,1350.15,58,9/4/2025
83,29,1,1719.14,43,9/19/2025
83,5,1,668.86,4,10/28/2025
84,43,1,1751.64,78,8/15/2025
84,41,1,1312.04,24,10/8/2025
84,10,1,1764.63,145,6/9/2025
84,28,1,1370.06,191,4/24/2025
84,2,1,982.19,107,7/17/2025
85,41,1,1312.04,106,7/18/2025
85,5,1,668.86,0,11/1/2025
86,14,1,1469.35,68,8/25/2025
86,46,1,490.88,115,7/9/2025
86,41,1,1312.04,20,10/12/2025
86,34,1,1161.45,365,11/1/2024
87,26,1,1936.36,22,10/10/2025
87,8,1,1923.47,9,10/23/2025
87,19,1,552.94,140,6/14/2025
87,24,1,304.09,223,3/23/2025
88,12,1,351.41,11,10/21/2025
89,22,1,956.37,72,8/21/2025
89,11,1,1743.93,33,9/29/2025
89,39,1,1985.36,64,8/29/2025
89,30,2,154.48,321,12/15/2024
90,36,3,572.88,21,10/11/2025
90,16,1,477.68,195,4/20/2025
90,6,1,360.61,139,6/15/2025
90,43,1,1751.64,137,6/17/2025
90,19,1,552.94,175,5/10/2025
91,4,1,280.69,40,9/22/2025
91,25,1,551.11,137,6/17/2025
91,32,1,350.23,72,8/21/2025
92,13,1,1580.74,163,5/22/2025
92,41,1,1312.04,2,10/30/2025
93,10,1,1764.63,28,10/4/2025
93,48,1,1068.54,3,10/29/2025
94,2,1,982.19,39,9/23/2025
94,43,2,3503.28,33,9/29/2025
94,47,3,4050.45,219,3/27/2025
95,37,1,1665.25,281,1/24/2025
95,34,1,1161.45,16,10/16/2025
95,37,1,1665.25,144,6/10/2025
95,15,1,1854.56,42,9/20/2025
96,5,1,668.86,185,4/30/2025
96,35,1,271.69,1,10/31/2025
96,50,1,90.03,46,9/16/2025
96,46,1,490.88,22,10/10/2025
97,1,1,580.76,307,12/29/2024
97,39,1,1985.36,29,10/3/2025
98,45,1,426.9,151,6/3/2025
98,2,2,1964.38,96,7/28/2025
98,12,1,351.41,121,7/3/2025
98,7,1,171.98,62,8/31/2025
98,9,1,1723.8,10,10/22/2025
98,7,1,171.98,46,9/16/2025
98,3,2,3304.3,0,11/1/2025
99,6,1,360.61,46,9/16/2025
99,9,1,1723.8,15,10/17/2025
99,29,1,1719.14,365,11/1/2024
100,39,1,1985.36,303,1/2/2025
100,48,1,1068.54,88,8/5/2025
100,7,1,171.98,5,10/27/2025
100,31,1,61.85,188,4/27/2025
100,30,1,77.24,100,7/24/2025
101,2,2,1964.38,67,8/26/2025
102,28,1,1370.06,7,10/25/2025
103,19,1,552.94,3,10/29/2025
103,25,1,551.11,179,5/6/2025
103,17,2,1714.78,365,11/1/2024
104,24,1,304.09,109,7/15/2025
104,20,1,1322.14,45,9/17/2025
105,6,1,360.61,188,4/27/2025
106,9,1,1723.8,50,9/12/2025
106,25,1,551.11,42,9/20/2025
106,47,1,1350.15,144,6/10/2025
106,18,1,625.11,55,9/7/2025
107,1,1,580.76,3,10/29/2025
107,13,1,1580.74,80,8/13/2025
108,15,1,1854.56,64,8/29/2025
108,7,1,171.98,45,9/17/2025
108,17,1,857.39,54,9/8/2025
108,36,2,381.92,36,9/26/2025
109,9,1,1723.8,0,11/1/2025
109,44,1,647.32,74,8/19/2025
109,34,1,1161.45,165,5/20/2025
109,26,1,1936.36,110,7/14/2025
109,15,1,1854.56,9,10/23/2025
109,45,1,426.9,57,9/5/2025
109,5,1,668.86,1,10/31/2025
110,32,1,350.23,156,5/29/2025
110,16,1,477.68,144,6/10/2025
110,37,1,1665.25,31,10/1/2025
111,34,1,1161.45,40,9/22/2025
112,19,1,552.94,33,9/29/2025
112,2,1,982.19,80,8/13/2025
112,3,1,1652.15,108,7/16/2025
112,50,2,180.06,87,8/6/2025
112,34,1,1161.45,35,9/27/2025
112,45,1,426.9,177,5/8/2025
112,44,1,647.32,49,9/13/2025
112,33,1,1015.75,13,10/19/2025
113,33,1,1015.75,72,8/21/2025
114,27,2,3202.18,38,9/24/2025
114,43,1,1751.64,24,10/8/2025
114,11,1,1743.93,31,10/1/2025
114,16,1,477.68,316,12/20/2024
114,47,1,1350.15,63,8/30/2025
115,5,1,668.86,38,9/24/2025
116,35,1,271.69,156,5/29/2025
116,6,1,360.61,57,9/5/2025
117,9,1,1723.8,23,10/9/2025
117,21,1,369.69,26,10/6/2025
117,48,1,1068.54,38,9/24/2025
117,42,1,1618.56,107,7/17/2025
117,8,2,3846.94,63,8/30/2025
118,31,3,185.55,48,9/14/2025
118,15,1,1854.56,22,10/10/2025
118,29,1,1719.14,12,10/20/2025
119,27,1,1601.09,60,9/2/2025
119,46,1,490.88,172,5/13/2025
119,4,1,280.69,37,9/25/2025
119,33,1,1015.75,36,9/26/2025
119,27,1,1601.09,128,6/26/2025
119,6,1,360.61,159,5/26/2025
120,11,2,3487.86,365,11/1/2024
120,38,1,955.71,99,7/25/2025
120,20,1,1322.14,144,6/10/2025
120,8,1,1923.47,21,10/11/2025
121,42,3,4855.68,98,7/26/2025
121,18,1,625.11,6,10/26/2025
122,2,2,1964.38,34,9/28/2025
122,44,1,647.32,6,10/26/2025
122,3,1,1652.15,17,10/15/2025
122,48,1,1068.54,48,9/14/2025
122,35,1,271.69,69,8/24/2025
123,7,1,171.98,12,10/20/2025
123,48,1,1068.54,63,8/30/2025
123,1,2,1161.52,142,6/12/2025
123,15,1,1854.56,134,6/20/2025
124,20,1,1322.14,33,9/29/2025
125,36,1,190.96,29,10/3/2025
125,39,1,1985.36,31,10/1/2025
126,3,1,1652.15,214,4/1/2025
126,21,1,369.69,18,10/14/2025
127,14,1,1469.35,247,2/27/2025
127,46,1,490.88,164,5/21/2025
127,44,1,647.32,92,8/1/2025
128,17,1,857.39,223,3/23/2025
128,43,1,1751.64,21,10/11/2025
128,24,2,608.18,109,7/15/2025
128,4,1,280.69,110,7/14/2025
128,23,1,1310.95,209,4/6/2025
129,37,2,3330.5,62,8/31/2025
129,31,1,61.85,4,10/28/2025
130,9,1,1723.8,4,10/28/2025
130,41,1,1312.04,169,5/16/2025
131,21,1,369.69,78,8/15/2025
131,16,1,477.68,80,8/13/2025
131,3,1,1652.15,1,10/31/2025
131,22,1,956.37,236,3/10/2025
131,47,1,1350.15,288,1/17/2025
132,25,1,551.11,11,10/21/2025
133,47,1,1350.15,141,6/13/2025
133,48,1,1068.54,80,8/13/2025
134,14,1,1469.35,66,8/27/2025
134,40,1,497.23,75,8/18/2025
134,2,1,982.19,38,9/24/2025
135,7,1,171.98,1,10/31/2025
135,21,1,369.69,22,10/10/2025
135,48,1,1068.54,93,7/31/2025
136,3,1,1652.15,14,10/18/2025
137,1,1,580.76,35,9/27/2025
137,1,1,580.76,140,6/14/2025
137,3,1,1652.15,113,7/11/2025
137,3,1,1652.15,123,7/1/2025
137,10,1,1764.63,80,8/13/2025
138,23,1,1310.95,114,7/10/2025
138,43,1,1751.64,47,9/15/2025
138,48,1,1068.54,66,8/27/2025
138,9,1,1723.8,10,10/22/2025
138,24,1,304.09,153,6/1/2025
139,26,2,3872.72,25,10/7/2025
139,18,1,625.11,38,9/24/2025
139,47,1,1350.15,49,9/13/2025
139,18,1,625.11,32,9/30/2025
139,8,1,1923.47,17,10/15/2025
139,46,1,490.88,149,6/5/2025
140,1,1,580.76,89,8/4/2025
141,18,1,625.11,75,8/18/2025
141,49,1,1218.03,182,5/3/2025
141,21,1,369.69,23,10/9/2025
141,34,1,1161.45,177,5/8/2025
142,7,1,171.98,6,10/26/2025
142,30,1,77.24,48,9/14/2025
142,38,1,955.71,198,4/17/2025
142,50,1,90.03,57,9/5/2025
142,4,1,280.69,83,8/10/2025
142,16,1,477.68,192,4/23/2025
143,4,1,280.69,44,9/18/2025
143,31,1,61.85,122,7/2/2025
143,50,1,90.03,89,8/4/2025
144,2,1,982.19,163,5/22/2025
144,17,1,857.39,45,9/17/2025
144,32,1,350.23,157,5/28/2025
144,14,1,1469.35,19,10/13/2025
145,47,1,1350.15,364,11/2/2024
145,46,1,490.88,271,2/3/2025
146,17,1,857.39,62,8/31/2025
146,46,1,490.88,51,9/11/2025
146,32,1,350.23,96,7/28/2025
147,2,1,982.19,365,11/1/2024
148,24,1,304.09,56,9/6/2025
148,43,1,1751.64,129,6/25/2025
148,29,1,1719.14,263,2/11/2025
149,33,1,1015.75,44,9/18/2025
149,28,1,1370.06,82,8/11/2025
149,27,1,1601.09,250,2/24/2025
149,26,1,1936.36,42,9/20/2025
149,7,1,171.98,25,10/7/2025
149,35,1,271.69,90,8/3/2025
150,42,1,1618.56,12,10/20/2025
150,8,1,1923.47,137,6/17/2025
150,47,1,1350.15,237,3/9/2025
150,5,1,668.86,169,5/16/2025
151,14,1,1469.35,27,10/5/2025
151,11,1,1743.93,0,11/1/2025
151,38,1,955.71,162,5/23/2025
151,15,1,1854.56,52,9/10/2025
152,24,1,304.09,60,9/2/2025
152,7,1,171.98,74,8/19/2025
152,6,1,360.61,120,7/4/2025
153,4,2,561.38,7,10/25/2025
153,33,1,1015.75,44,9/18/2025
154,25,1,551.11,290,1/15/2025
154,4,1,280.69,41,9/21/2025
154,24,1,304.09,157,5/28/2025
154,29,1,1719.14,30,10/2/2025
155,3,1,1652.15,18,10/14/2025
155,1,1,580.76,130,6/24/2025
155,11,1,1743.93,178,5/7/2025
155,25,1,551.11,98,7/26/2025
155,10,1,1764.63,14,10/18/2025
156,13,1,1580.74,84,8/9/2025
156,28,1,1370.06,17,10/15/2025
156,50,1,90.03,149,6/5/2025
156,27,1,1601.09,69,8/24/2025
157,46,2,981.76,365,11/1/2024
157,49,1,1218.03,43,9/19/2025
157,24,1,304.09,9,10/23/2025
157,37,1,1665.25,17,10/15/2025
158,35,1,271.69,150,6/4/2025
158,45,1,426.9,17,10/15/2025
158,50,1,90.03,91,8/2/2025
158,19,1,552.94,23,10/9/2025
159,41,1,1312.04,31,10/1/2025
159,29,1,1719.14,142,6/12/2025
159,34,1,1161.45,90,8/3/2025
159,23,1,1310.95,162,5/23/2025
159,17,1,857.39,324,12/12/2024
160,28,1,1370.06,111,7/13/2025
160,18,1,625.11,174,5/11/2025
160,23,1,1310.95,74,8/19/2025
160,24,1,304.09,52,9/10/2025
160,1,1,580.76,12,10/20/2025
161,28,1,1370.06,183,5/2/2025
161,49,1,1218.03,285,1/20/2025
161,31,1,61.85,16,10/16/2025
162,39,1,1985.36,25,10/7/2025
162,15,2,3709.12,210,4/5/2025
163,3,1,1652.15,135,6/19/2025
163,47,1,1350.15,353,11/13/2024
163,49,1,1218.03,115,7/9/2025
163,33,1,1015.75,102,7/22/2025
164,38,1,955.71,201,4/14/2025
164,43,1,1751.64,77,8/16/2025
164,50,1,90.03,72,8/21/2025
164,34,1,1161.45,58,9/4/2025
165,22,1,956.37,47,9/15/2025
165,27,1,1601.09,67,8/26/2025
166,1,1,580.76,235,3/11/2025
167,15,1,1854.56,136,6/18/2025
167,9,3,5171.4,359,11/7/2024
168,33,1,1015.75,17,10/15/2025
168,7,2,343.96,81,8/12/2025
168,19,1,552.94,159,5/26/2025
168,5,1,668.86,133,6/21/2025
169,29,2,3438.28,190,4/25/2025
169,16,1,477.68,12,10/20/2025
169,22,2,1912.74,308,12/28/2024
170,47,2,2700.3,21,10/11/2025
170,28,1,1370.06,59,9/3/2025
170,15,1,1854.56,121,7/3/2025
170,41,1,1312.04,1,10/31/2025
171,7,1,171.98,61,9/1/2025
171,48,1,1068.54,17,10/15/2025
171,12,1,351.41,194,4/21/2025
171,7,1,171.98,17,10/15/2025
172,8,1,1923.47,66,8/27/2025
173,27,1,1601.09,49,9/13/2025
173,2,2,1964.38,198,4/17/2025
174,32,1,350.23,40,9/22/2025
174,25,1,551.11,26,10/6/2025
175,33,1,1015.75,87,8/6/2025
175,25,1,551.11,4,10/28/2025
175,29,1,1719.14,48,9/14/2025
176,43,3,5254.92,11,10/21/2025
176,15,1,1854.56,70,8/23/2025
176,26,3,5809.08,33,9/29/2025
176,35,1,271.69,41,9/21/2025
176,35,1,271.69,109,7/15/2025
177,31,1,61.85,0,11/1/2025
177,1,2,1161.52,54,9/8/2025
178,42,1,1618.56,33,9/29/2025
178,24,1,304.09,365,11/1/2024
179,11,1,1743.93,182,5/3/2025
179,13,1,1580.74,39,9/23/2025
180,10,1,1764.63,21,10/11/2025
180,32,1,350.23,59,9/3/2025
180,48,3,3205.62,327,12/9/2024
180,24,1,304.09,28,10/4/2025
180,9,1,1723.8,1,10/31/2025
180,23,1,1310.95,129,6/25/2025
181,49,1,1218.03,14,10/18/2025
181,49,1,1218.03,17,10/15/2025
181,3,1,1652.15,42,9/20/2025
181,13,1,1580.74,173,5/12/2025
181,25,1,551.11,60,9/2/2025
181,22,1,956.37,56,9/6/2025
181,5,1,668.86,167,5/18/2025
182,43,3,5254.92,59,9/3/2025
182,37,1,1665.25,89,8/4/2025
182,19,1,552.94,211,4/4/2025
182,43,1,1751.64,191,4/24/2025
182,44,1,647.32,28,10/4/2025
182,39,1,1985.36,68,8/25/2025
183,9,1,1723.8,96,7/28/2025
183,42,1,1618.56,85,8/8/2025
183,6,3,1081.83,65,8/28/2025
184,49,1,1218.03,45,9/17/2025
184,20,1,1322.14,28,10/4/2025
184,31,1,61.85,15,10/17/2025
184,11,1,1743.93,0,11/1/2025
185,25,2,1102.22,94,7/30/2025
185,38,1,955.71,17,10/15/2025
185,24,1,304.09,27,10/5/2025
186,40,1,497.23,25,10/7/2025
186,45,2,853.8,138,6/16/2025
186,2,1,982.19,23,10/9/2025
186,50,1,90.03,42,9/20/2025
187,15,1,1854.56,65,8/28/2025
187,30,1,77.24,31,10/1/2025
187,42,1,1618.56,7,10/25/2025
188,41,1,1312.04,113,7/11/2025
188,7,1,171.98,126,6/28/2025
189,13,1,1580.74,8,10/24/2025
190,42,1,1618.56,128,6/26/2025
190,9,1,1723.8,8,10/24/2025
191,37,1,1665.25,137,6/17/2025
191,19,1,552.94,218,3/28/2025
192,12,1,351.41,26,10/6/2025
193,25,1,551.11,36,9/26/2025
194,12,1,351.41,365,11/1/2024
194,10,1,1764.63,365,11/1/2024
195,37,1,1665.25,221,3/25/2025
195,12,1,351.41,29,10/3/2025
196,25,1,551.11,37,9/25/2025
196,35,1,271.69,18,10/14/2025
196,29,1,1719.14,47,9/15/2025
197,37,1,1665.25,12,10/20/2025
198,47,2,2700.3,249,2/25/2025
198,18,1,625.11,68,8/25/2025
198,35,1,271.69,144,6/10/2025
199,28,1,1370.06,34,9/28/2025
200,32,1,350.23,29,10/3/2025
200,47,1,1350.15,53,9/9/2025
200,24,1,304.09,4,10/28/2025
201,25,2,1102.22,9,10/23/2025
201,15,1,1854.56,7,10/25/2025
202,6,1,360.61,75,8/18/2025
202,26,1,1936.36,80,8/13/2025
203,5,1,668.86,18,10/14/2025
203,5,1,668.86,102,7/22/2025
204,39,1,1985.36,104,7/20/2025
204,12,1,351.41,7,10/25/2025
204,15,1,1854.56,19,10/13/2025
204,9,2,3447.6,52,9/10/2025
204,23,1,1310.95,8,10/24/2025
205,2,2,1964.38,54,9/8/2025
205,49,1,1218.03,46,9/16/2025
205,36,1,190.96,16,10/16/2025
206,20,1,1322.14,191,4/24/2025
206,23,1,1310.95,111,7/13/2025
206,35,1,271.69,73,8/20/2025
206,13,1,1580.74,25,10/7/2025
207,27,1,1601.09,25,10/7/2025
207,7,1,171.98,10,10/22/2025
208,34,1,1161.45,1,10/31/2025
209,4,1,280.69,3,10/29/2025
210,27,1,1601.09,49,9/13/2025
210,34,1,1161.45,72,8/21/2025
210,22,1,956.37,75,8/18/2025
210,25,1,551.11,20,10/12/2025
211,32,1,350.23,30,10/2/2025
211,12,1,351.41,0,11/1/2025
211,21,1,369.69,4,10/28/2025
211,39,1,1985.36,149,6/5/2025
211,24,1,304.09,204,4/11/2025
212,11,1,1743.93,32,9/30/2025
212,5,2,1337.72,140,6/14/2025
212,39,1,1985.36,66,8/27/2025
212,50,1,90.03,39,9/23/2025
213,41,1,1312.04,134,6/20/2025
213,5,2,1337.72,48,9/14/2025
213,11,1,1743.93,96,7/28/2025
