CustomerID,Age,Gender,AvgBrowsingTime,AvgPageViews,PastPurchases,Purchase
118,22,Male,1.38,8,3,0
119,59,Female,1.16,4,3,1
120,56,Male,0.5,3,3,0
121,58,Female,6.67,3,0,1
122,45,Male,0.5,5,2,1
123,24,Female,3.76,8,0,0
124,26,Male,3.22,2,0,0
125,25,Male,2.68,4,1,1
126,29,Male,3.46,6,1,0
127,51,Male,0.73,6,2,1
128,50,Female,0.99,4,4,1
129,65,Female,6.54,3,1,0
130,40,Male,8.8,3,1,0
131,41,Male,1.19,7,1,0
132,54,Male,0.5,4,0,1
133,52,Male,8.55,4,1,1
134,61,Male,3.11,4,2,0
135,57,Female,3.53,4,0,1
136,39,Male,2.21,4,0,0
137,44,Male,0.67,5,2,1
138,52,Male,3.07,2,2,1
139,18,Male,3.24,8,3,1
140,52,Male,0.5,7,0,0
141,54,Female,1.12,8,1,1
142,64,Male,5.79,5,1,1
143,31,Male,3.72,7,1,0
144,20,Male,0.5,7,1,0
145,18,Male,3.28,5,1,0
146,22,Male,4.06,6,1,0
147,43,Female,5.61,5,1,0
148,31,Female,5.01,7,0,0
149,56,Female,0.69,3,1,0
150,44,Male,4.23,7,2,0
151,26,Male,4.67,8,2,0
152,32,Male,0.5,6,0,0
153,32,Female,2.43,3,0,0
154,43,Female,2.51,6,1,0
155,59,Male,4.96,5,2,1
156,30,Male,2.7,7,1,1
157,68,Male,2.02,4,2,1
158,49,Female,9.88,7,2,1
159,56,Female,5.32,4,2,1
160,66,Male,10.04,6,4,1
161,69,Male,15.36,6,1,1
162,49,Female,1.87,4,1,1
163,21,Male,3.85,8,0,0
164,47,Male,2.07,6,1,0
165,54,Male,8.66,1,0,0
166,40,Female,1.12,3,0,0
167,56,Male,17.32,7,1,1
168,62,Male,4.34,5,1,1
169,32,Female,6.97,6,1,0
170,60,Male,0.5,2,0,1
171,46,Male,2.4,3,2,0
172,53,Male,5.16,4,0,1
173,30,Male,0.5,8,1,0
174,49,Female,6.27,6,0,0
175,24,Male,0.5,7,2,0
176,68,Male,3.32,8,2,0
177,39,Female,1.9,2,2,0
178,45,Female,2.21,7,1,0
179,19,Female,4.57,3,2,0
180,59,Male,2.52,3,4,1
181,62,Male,0.96,4,1,1
182,23,Female,0.63,8,1,0
183,45,Male,2.84,5,2,0
184,45,Female,1.67,4,1,0
185,61,Female,6.26,5,1,1
186,61,Female,2.49,3,1,1
187,37,Male,2.13,2,1,1
188,47,Male,1.87,6,2,0
189,28,Female,0.65,6,0,0
190,45,Male,3.11,6,0,0
191,42,Male,16.09,5,0,0
192,56,Female,6.41,2,0,1
193,50,Female,1.35,4,0,1
194,18,Male,2.47,5,1,0
195,44,Male,8.27,3,1,0
196,69,Male,2.33,9,3,1
197,30,Female,0.56,6,0,0
198,58,Female,0.5,8,0,1
199,20,Male,2.03,4,1,1
200,56,Male,13.26,1,1,0
201,23,Female,3.5,5,1,0
202,25,Male,0.5,4,0,0
203,44,Male,0.5,5,1,0
204,26,Female,5.07,6,3,1
205,54,Male,6.49,3,1,1
206,50,Female,4.16,7,2,0
207,68,Male,4.42,4,1,1
208,59,Male,0.5,9,1,0
209,61,Female,7.99,5,0,1
210,41,Male,6.15,8,1,1
211,32,Female,0.57,7,3,0
212,49,Female,6.7,5,2,0
213,49,Male,1.69,5,0,1
214,41,Male,0.5,5,4,1
215,58,Male,0.96,8,1,1
216,69,Male,1.02,7,1,0
217,66,Male,1.49,6,0,1
218,66,Male,2.27,4,2,0
219,69,Male,3.24,2,0,1
220,29,Female,2.01,3,0,0
221,56,Female,0.5,2,2,0
222,19,Female,0.5,6,1,0
223,20,Male,4.43,4,3,0
224,66,Male,0.75,4,1,0
225,54,Female,1.79,8,1,0
226,66,Male,7.14,5,2,1
227,34,Male,4.58,4,2,0
228,66,Female,7.23,5,3,1
229,19,Female,2.89,6,3,0
230,19,Male,0.5,11,1,0
231,45,Male,4.27,10,1,0
232,40,Female,0.9,4,0,0
233,54,Female,1.36,4,0,1
234,49,Female,1.41,5,1,0
235,50,Female,5.6,8,1,1
236,18,Female,0.5,5,1,0
237,36,Male,10.35,7,0,0
238,19,Male,6.93,5,3,0
239,61,Female,2.41,6,0,1
240,43,Female,5.56,6,0,1
241,49,Female,3.22,7,3,1
242,23,Male,6.44,3,1,1
243,49,Male,2.71,6,1,1
244,21,Female,5.79,5,3,0
245,28,Female,3.09,6,0,0
246,34,Female,11.63,5,3,0
247,55,Female,2.2,9,3,1
248,41,Female,3.39,5,0,0
249,22,Female,5.56,5,0,1
250,69,Female,7.58,4,1,1
251,51,Female,2.66,5,0,1
252,23,Female,0.54,7,0,0
253,39,Male,2.39,8,5,0
254,28,Male,14.05,4,2,1
255,65,Female,3.66,9,0,1
256,33,Male,7.03,3,0,0
257,50,Male,0.5,8,1,1
258,26,Male,2.75,5,1,0
259,23,Male,4.56,7,0,0
260,33,Male,7.4,2,6,0
261,46,Male,0.5,6,1,1
262,20,Female,6.81,5,0,0
263,37,Male,3.45,7,2,1
264,53,Male,1.04,5,0,0
265,36,Male,0.89,4,0,0
266,43,Female,1.91,8,2,1
267,20,Male,2.82,4,1,1
268,36,Female,0.92,7,2,1
269,37,Female,1.66,6,1,0
270,49,Female,6.92,2,2,0
271,24,Male,1.01,6,3,1
272,69,Female,0.58,3,0,1
273,58,Male,3.13,6,2,1
274,50,Female,3.09,5,2,0
275,57,Female,5.53,10,2,1
276,56,Male,1.4,7,2,1
277,35,Male,5.85,8,0,0
278,57,Male,2.97,3,1,0
279,18,Female,1.09,6,1,0
280,28,Male,1.66,6,0,1
281,45,Female,3.03,3,3,0
282,42,Male,4.01,3,2,1
283,67,Female,5.07,4,1,0
284,40,Female,3.95,5,3,1
285,48,Female,1.02,4,3,1
286,47,Female,0.59,2,2,1
287,59,Male,0.5,4,1,1
288,52,Male,3.88,5,0,0
289,24,Female,1.92,8,1,0
290,33,Male,1.25,6,2,0
291,43,Male,0.5,1,0,0
292,65,Male,5.78,4,3,0
293,69,Male,7.99,10,0,1
294,66,Male,1.81,3,2,1
295,19,Female,2.81,5,2,0
296,18,Male,14.7,7,3,0
297,65,Female,1.63,6,2,1
298,29,Male,3.81,4,1,0
299,22,Female,0.5,2,1,0
300,54,Male,4.34,2,1,1
301,49,Female,1.27,3,2,0
302,26,Female,12.64,6,0,1
303,58,Male,4.61,7,3,1
304,52,Female,5.61,3,0,0
305,36,Female,6.28,4,1,0
306,65,Female,3.2,3,1,1
307,33,Female,2.91,3,2,0
308,20,Male,7.67,6,1,0
309,37,Female,12.38,3,1,0
310,41,Male,2.15,4,1,0
311,50,Male,9.95,7,2,1
312,41,Female,4.09,6,3,1
313,69,Male,2.3,7,0,1
314,28,Female,2.79,2,0,0
315,66,Female,1.01,2,0,0
316,25,Female,0.62,8,3,1
317,53,Female,0.62,9,0,0
318,55,Male,3.72,2,2,1
319,57,Male,1.8,5,1,1
320,37,Male,4.45,6,0,0
321,52,Male,14.49,4,1,0
322,65,Male,3.67,4,1,1
323,42,Male,2.31,3,8,0
324,52,Female,0.75,4,0,0
325,42,Female,0.5,5,3,1
326,46,Male,4.72,7,2,1
327,35,Female,2.96,2,1,1
328,63,Male,5.43,4,2,1
329,35,Male,0.8,4,1,1
330,19,Female,4.29,6,1,0
331,52,Female,1.32,9,2,1
332,33,Female,1.2,4,0,1
333,58,Male,0.5,5,3,1
334,53,Female,0.5,4,1,1
335,50,Female,0.5,5,1,1
336,21,Female,0.5,6,1,0
337,50,Female,16.74,3,0,1
338,31,Female,0.5,3,1,1
339,38,Female,0.5,3,2,1
340,65,Female,0.5,7,1,1
341,37,Female,3.93,6,0,1
342,25,Female,0.61,5,4,1
343,24,Male,7.69,4,3,0
344,20,Female,11.51,8,0,0
345,34,Male,0.94,4,2,0
346,50,Male,2.65,4,0,0
347,65,Female,0.74,5,2,1
348,29,Female,5.5,6,0,0
349,68,Female,3.03,8,3,1
350,39,Male,1.39,5,1,1
351,39,Male,0.7,3,0,1
352,63,Male,3.65,9,1,1
353,47,Female,3.24,6,1,1
354,55,Female,0.93,3,2,1
355,55,Female,5.18,9,0,0
356,62,Female,2.86,5,2,1
357,68,Female,6.83,4,1,1
358,25,Female,0.5,5,1,0
359,44,Male,5.92,6,2,0
360,44,Male,4.63,4,0,0
361,51,Female,0.5,7,0,0
362,38,Female,4.77,5,1,0
363,47,Male,3.27,2,2,0
364,50,Female,10.26,4,2,0
365,45,Male,0.5,6,3,1
366,64,Male,5.11,6,0,0
367,50,Female,0.75,8,2,1
368,22,Female,12.26,3,1,0
369,65,Female,2.09,2,3,1
370,36,Male,13.05,5,0,0
371,21,Male,9.21,5,1,0
372,52,Female,1.32,7,0,0
373,66,Female,8.52,5,1,1
374,34,Male,23.13,3,1,0
375,61,Female,0.61,6,1,0
376,45,Male,3.14,6,2,1
377,47,Female,3.34,3,1,0
378,46,Female,1.38,8,0,0
379,63,Male,0.5,2,2,1
380,23,Male,1.36,4,1,0
381,52,Female,1.08,5,1,1
382,58,Female,2.04,3,0,1
383,54,Female,0.5,4,0,1
384,41,Female,9.06,6,2,1
385,46,Female,4.27,8,0,1
386,66,Female,0.5,5,0,0
387,63,Male,4.82,2,3,1
388,48,Male,4.13,7,1,1
389,52,Male,12.42,5,0,0
390,50,Male,0.84,3,1,1
391,69,Female,2.19,4,1,1
392,38,Male,8.81,3,1,0
393,49,Female,10.66,5,0,1
394,40,Female,3.97,4,1,0
395,50,Female,5.5,4,0,0
396,20,Male,0.5,8,0,0
397,35,Male,2.6,7,0,0
398,42,Male,0.5,3,0,0
399,59,Male,0.5,5,0,1
400,48,Male,7.23,3,1,0
401,20,Female,1.81,6,1,0
402,57,Female,0.88,2,0,0
403,63,Female,10.9,4,0,1
404,41,Female,1.41,5,2,1
405,67,Male,15.24,3,2,1
406,49,Female,19.77,1,3,1
407,64,Female,2.86,6,0,1
408,39,Male,0.99,12,1,0
409,40,Female,1.27,4,0,0
410,19,Male,2.17,5,1,0
411,44,Female,1.47,5,3,0
412,59,Female,0.9,1,1,1
413,19,Male,14.99,3,1,0
414,43,Female,0.5,9,0,0
415,34,Female,4.48,4,0,1
416,57,Female,1.79,2,0,0
417,50,Male,3.56,6,1,1
418,26,Female,7.82,5,0,0
419,60,Male,2.36,6,0,0
420,65,Male,1.82,4,4,1
421,56,Male,4.58,5,1,1
422,46,Female,5.49,6,2,0
423,59,Female,6.39,6,3,1
424,43,Female,0.77,5,0,0
425,52,Female,1.27,4,1,0
426,67,Male,14.06,3,2,0
427,42,Male,12.02,7,3,1
428,41,Male,2.15,7,5,1
429,30,Male,9.1,10,3,0
430,24,Male,3.05,3,2,0
431,53,Male,3.41,5,0,0
432,62,Male,1.3,4,1,1
433,37,Male,2.47,7,0,1
434,18,Male,4.85,9,2,0
435,25,Male,0.5,2,1,0
436,63,Female,3.87,6,0,1
437,33,Female,7.73,3,2,1
438,31,Female,5.65,4,0,0
439,29,Male,3.98,2,2,1
440,68,Male,9.81,4,0,1
441,40,Female,0.5,9,1,1
442,32,Male,2.9,6,1,0
443,45,Male,6.69,5,0,1
444,51,Male,1.98,10,1,1
445,19,Male,1.33,4,0,0
446,49,Male,2.14,3,1,0
447,40,Male,8.62,8,2,0
448,39,Female,3.37,2,0,0
449,68,Male,8.87,3,1,1
450,42,Male,3.28,1,2,0
451,39,Female,4.36,3,2,0
452,39,Male,6.66,7,0,1
453,66,Male,2.66,3,2,1
454,69,Female,2.79,6,1,1
455,59,Male,2.79,8,1,1
456,23,Male,7.28,6,1,0
457,32,Male,2.18,5,3,0
458,60,Male,1.83,3,0,0
459,54,Female,0.56,5,2,0
460,50,Female,10.0,5,0,0
461,25,Male,1.56,6,1,0
462,61,Female,4.23,5,1,1
463,61,Male,2.36,3,1,0
464,22,Male,1.07,8,4,0
465,56,Female,4.51,6,2,1
466,21,Male,1.44,7,1,0
467,23,Male,3.95,2,2,0
468,62,Male,5.05,3,0,0
469,49,Male,6.27,6,1,0
470,69,Male,0.5,6,5,1
471,47,Female,9.91,7,1,1
472,64,Male,4.97,5,0,0
473,52,Male,5.78,4,2,0
474,57,Male,2.59,3,3,1
475,69,Female,3.24,5,1,1
476,33,Female,9.29,6,1,0
477,30,Female,8.89,2,1,1
478,67,Female,3.44,10,0,1
479,59,Female,1.61,6,1,0
480,47,Male,1.6,9,3,0
481,36,Male,1.81,7,1,0
482,34,Female,1.17,4,1,0
483,36,Female,1.48,7,0,0
484,45,Female,6.75,6,0,0
485,43,Male,0.5,7,3,0
486,54,Male,5.36,11,1,1
487,43,Male,0.7,2,1,1
488,40,Female,1.01,7,0,1
489,26,Male,0.5,4,1,1
490,29,Male,1.84,5,2,0
491,18,Female,5.44,8,0,0
492,18,Male,9.06,7,1,0
493,64,Female,0.5,4,0,0
494,51,Male,1.59,6,2,1
495,49,Male,2.74,6,2,1
496,65,Male,8.19,8,1,1
497,42,Female,6.3,4,0,0
498,57,Male,3.59,6,2,1
499,62,Male,4.16,6,4,1
500,18,Female,7.8,7,2,1
501,33,Male,0.5,7,1,1
502,56,Female,2.57,3,1,0
503,22,Female,9.7,4,1,0
504,39,Male,4.89,6,4,1
505,46,Female,2.56,9,1,0
506,20,Male,3.23,5,1,0
507,29,Female,2.64,5,2,0
508,43,Male,3.66,4,2,0
509,33,Female,3.51,5,1,0
510,68,Male,1.5,5,1,1
511,54,Female,4.46,8,2,1
512,39,Male,7.42,8,0,0
513,46,Male,0.5,5,1,1
514,31,Male,3.03,4,2,0
515,45,Male,1.73,3,2,0
516,22,Female,5.02,4,1,0
517,64,Male,0.9,6,0,1
518,66,Female,4.07,7,1,1
519,47,Female,7.85,3,0,1
520,63,Female,2.14,3,1,1
521,69,Male,8.98,4,1,1
522,22,Male,19.93,2,1,0
523,29,Female,1.61,4,1,0
524,33,Male,1.48,5,2,0
525,43,Male,12.25,5,0,0
526,43,Female,11.66,6,0,1
527,65,Female,0.87,7,4,1
528,38,Female,0.59,5,0,1
529,56,Male,0.92,7,2,1
530,53,Female,22.27,7,1,1
531,50,Male,0.68,3,1,1
532,47,Male,3.31,4,0,1
533,54,Female,8.66,6,0,1
534,40,Male,0.5,2,2,0
535,27,Male,2.93,6,0,0
536,22,Male,0.58,10,1,0
537,53,Female,8.51,10,0,1
538,51,Female,0.56,4,1,1
539,69,Female,4.8,3,2,1
540,48,Female,4.21,6,2,0
541,27,Male,0.5,5,2,0
542,36,Male,0.81,6,2,1
543,49,Male,2.67,6,0,0
544,18,Male,0.5,7,0,0
545,22,Male,7.01,2,1,1
546,62,Female,6.71,9,1,1
547,21,Male,3.11,7,1,0
548,33,Male,3.86,2,3,0
549,41,Male,4.85,4,0,1
550,33,Male,6.92,7,1,1
551,19,Female,2.0,10,3,0
552,66,Male,0.51,4,2,1
553,45,Male,0.5,5,0,1
554,49,Female,2.25,6,2,0
555,44,Male,2.56,5,1,0
556,37,Male,2.1,2,1,1
557,41,Male,0.65,1,2,1
558,29,Female,4.1,5,0,0
559,67,Female,0.5,2,1,1
560,52,Female,0.5,4,1,0
561,50,Male,3.86,4,1,1
562,50,Female,0.9,4,2,1
563,68,Male,3.45,6,2,1
564,60,Male,1.8,5,2,0
565,54,Male,3.63,4,1,1
566,29,Male,1.79,4,0,0
567,20,Male,0.86,4,2,0
568,18,Female,0.5,2,1,0
569,50,Female,6.59,8,1,0
570,57,Male,1.69,7,1,1
571,27,Male,2.45,6,4,1
572,60,Male,0.5,10,5,1
573,61,Male,3.07,10,0,1
574,46,Female,3.32,4,2,1
575,30,Male,3.16,4,1,1
576,29,Female,5.92,11,0,1
577,48,Male,0.5,7,1,0
578,63,Male,1.47,7,3,1
579,19,Male,5.22,7,0,0
580,68,Male,11.84,6,2,1
581,67,Male,0.5,4,0,1
582,52,Female,1.81,8,2,1
583,40,Male,1.28,6,0,0
584,34,Female,0.5,9,1,1
585,43,Male,2.96,6,4,1
586,25,Male,0.5,2,1,0
587,46,Male,5.15,9,2,0
588,43,Female,3.09,2,1,1
589,27,Male,0.5,3,2,0
590,43,Female,0.5,6,2,0
591,51,Male,6.66,6,1,1
592,68,Female,1.63,6,0,1
593,58,Male,2.39,7,0,0
594,24,Female,1.0,13,0,0
595,21,Female,2.68,5,2,0
596,67,Female,0.64,4,0,1
597,62,Male,0.64,5,0,1
598,28,Male,1.48,2,1,0
599,46,Male,1.69,5,1,1
600,53,Female,2.72,8,0,1
601,42,Male,4.84,3,0,1
602,38,Female,0.5,3,0,1
603,53,Male,1.24,2,1,0
604,27,Male,2.76,5,0,0
605,54,Male,4.55,5,1,1
606,26,Female,12.07,3,1,1
607,41,Female,3.37,8,2,1
608,52,Female,3.3,6,1,1
609,66,Male,3.43,5,2,1
610,52,Female,9.92,6,2,1
611,65,Female,8.1,5,1,1
612,53,Male,0.62,8,0,0
613,35,Female,1.07,6,2,0
614,66,Female,1.73,6,1,1
615,56,Female,4.48,6,3,1
616,49,Female,5.08,3,1,0
617,41,Male,2.58,4,0,1
618,40,Male,0.5,6,1,1
619,49,Female,5.33,4,2,0
620,54,Male,7.03,4,3,0
621,29,Female,2.24,3,0,0
622,66,Female,4.97,6,1,1
623,30,Female,1.83,5,0,0
624,40,Female,9.45,9,2,1
625,42,Male,7.54,8,1,1
626,52,Male,3.58,1,0,0
627,58,Male,5.35,6,0,1
628,47,Male,9.9,8,0,1
629,34,Male,2.45,3,3,1
630,66,Male,1.07,9,0,1
631,37,Female,5.96,4,2,0
632,65,Female,1.94,3,2,1
633,42,Male,2.01,8,0,1
634,39,Male,9.03,4,3,1
635,30,Female,5.71,5,1,1
636,36,Male,1.91,7,0,1
637,66,Male,1.42,8,0,1
638,53,Male,1.41,4,2,1
639,29,Female,1.53,3,1,0
640,58,Male,0.5,8,0,1
641,36,Female,5.39,4,3,0
642,29,Male,1.96,6,1,0
643,26,Male,3.04,4,1,0
644,24,Male,2.45,3,2,0
645,45,Male,16.32,6,1,0
646,31,Female,2.11,6,1,0
647,48,Female,0.5,11,1,0
648,69,Female,0.5,6,1,1
649,36,Female,3.72,5,0,0
650,64,Female,2.76,6,3,0
651,33,Female,0.77,5,3,0
652,22,Female,3.16,6,2,0
653,52,Male,0.5,7,1,1
654,29,Male,3.08,4,1,1
655,42,Male,3.26,5,0,0
656,69,Female,0.5,7,2,1
657,38,Male,0.5,5,1,1
658,53,Male,1.73,5,0,0
659,40,Female,0.5,6,1,0
660,33,Female,3.55,4,2,1
661,56,Female,0.5,6,0,0
662,62,Male,0.57,4,2,0
663,59,Female,1.65,4,0,0
664,56,Male,10.68,11,1,1
665,31,Male,7.35,4,1,1
666,48,Male,1.23,5,2,1
667,22,Male,2.94,3,1,0
668,52,Male,0.5,6,0,1
669,40,Female,1.66,4,0,1
670,46,Male,0.5,7,0,0
671,60,Female,5.01,5,2,1
672,28,Male,3.06,4,5,1
673,35,Male,8.0,4,1,1
674,64,Male,0.8,3,0,1
675,29,Male,7.76,3,1,0
676,26,Female,6.49,3,1,0
677,27,Male,0.68,7,0,0
678,61,Male,2.21,7,0,1
679,34,Male,1.08,6,1,0
680,55,Male,0.5,5,1,0
681,24,Female,1.04,5,1,1
682,63,Male,3.11,3,2,1
683,30,Female,1.73,5,0,1
684,57,Female,12.35,10,3,1
685,59,Female,0.5,4,1,0
686,26,Female,14.26,5,2,0
687,67,Female,0.5,4,1,1
688,44,Female,6.23,6,1,0
689,19,Female,2.41,7,1,0
690,22,Male,0.5,3,0,0
691,46,Male,8.45,7,0,0
692,54,Male,1.36,5,0,0
693,55,Female,2.28,1,0,0
694,36,Female,3.3,3,0,0
695,25,Male,2.41,5,2,0
696,65,Female,2.82,5,2,1
697,62,Male,5.47,6,2,1
698,18,Male,0.5,8,1,0
699,39,Female,5.59,7,0,0
700,69,Male,8.99,8,0,1
701,34,Male,0.5,6,2,1
702,24,Female,1.2,7,1,0
703,42,Female,5.06,4,1,1
704,62,Male,4.35,4,1,1
705,21,Female,1.9,4,3,0
706,53,Male,0.87,4,1,1
707,23,Male,2.23,4,2,0
708,48,Male,1.24,7,1,1
709,36,Female,2.84,5,1,1
710,61,Male,5.5,6,0,1
711,56,Female,0.5,1,0,1
712,44,Female,1.57,4,0,0
713,27,Female,19.66,5,1,0
714,43,Male,3.53,2,0,0
715,36,Female,8.41,5,0,1
716,56,Male,1.13,7,3,1
717,20,Male,5.7,8,1,0
718,62,Male,0.5,5,3,1
719,30,Male,0.55,3,0,1
720,67,Female,0.93,4,2,1
721,45,Male,2.41,4,0,0
722,37,Male,6.26,5,3,0
723,45,Female,1.09,4,1,0
724,25,Male,5.03,2,2,0
725,58,Female,5.47,7,0,1
726,56,Male,1.53,6,0,0
727,18,Female,2.07,8,2,0
728,20,Female,2.62,3,1,0
729,30,Male,1.2,7,2,1
730,45,Male,0.5,3,3,1
731,66,Male,20.98,3,1,0
732,42,Female,0.5,6,2,0
733,50,Male,0.5,5,2,0
734,55,Male,8.79,6,0,1
735,23,Male,1.41,10,0,0
736,61,Male,5.17,6,1,0
737,62,Male,1.31,4,0,1
738,49,Female,2.96,4,1,0
739,62,Male,1.23,2,1,0
740,64,Male,2.1,1,1,1
741,38,Female,3.41,4,3,1
742,33,Female,4.96,6,1,0
743,38,Male,3.7,2,3,0
744,28,Male,11.01,3,0,1
745,54,Male,0.5,4,4,1
746,53,Female,1.64,5,1,0
747,52,Male,3.11,5,1,1
748,36,Female,9.27,6,0,0
749,37,Female,1.18,6,0,0
750,35,Male,4.8,5,4,1
751,64,Male,7.4,6,1,1
752,58,Male,0.5,6,3,0
753,66,Male,7.31,6,2,1
754,31,Male,0.5,5,0,0
755,32,Female,4.79,3,1,0
756,48,Female,10.38,5,0,1
757,18,Female,5.59,4,1,0
758,20,Female,2.08,11,0,0
759,33,Male,0.65,3,1,0
760,40,Male,10.15,9,2,0
761,28,Male,1.46,2,1,0
762,29,Female,0.5,2,0,0
763,27,Female,5.07,6,1,0
764,49,Female,3.99,6,2,1
765,33,Male,0.78,3,2,0
766,25,Male,1.46,6,4,1
767,55,Female,0.5,9,1,0
768,29,Male,4.23,9,1,0
769,41,Female,4.69,6,0,1
770,45,Female,2.26,4,0,0
771,25,Female,7.23,6,1,0
772,45,Male,6.48,4,1,0
773,53,Male,4.4,6,2,1
774,43,Male,0.5,5,0,1
775,25,Male,3.77,3,3,1
776,67,Male,2.49,11,1,1
777,45,Female,1.92,4,0,1
778,45,Female,4.46,4,2,0
779,54,Male,0.82,7,1,1
780,58,Male,8.88,6,0,1
781,53,Male,0.62,8,1,0
782,44,Male,4.31,5,2,1
783,34,Female,1.18,6,3,0
784,26,Male,9.31,4,1,0
785,50,Male,1.58,3,1,0
786,37,Male,0.5,3,2,0
787,30,Female,2.36,5,1,0
788,45,Female,2.76,6,3,0
789,65,Male,1.22,6,1,1
790,46,Male,2.89,7,1,1
791,30,Female,1.12,8,0,1
792,63,Female,0.5,7,0,1
793,52,Male,3.02,3,2,1
794,23,Female,6.41,2,1,0
795,35,Female,3.8,6,2,0
796,68,Female,4.25,7,0,1
797,22,Female,4.93,5,1,0
798,64,Female,1.17,7,1,1
799,42,Male,0.5,8,1,1
800,19,Female,1.96,3,1,0
801,27,Male,7.4,6,2,0
802,47,Female,17.22,3,0,1
803,67,Male,3.64,7,1,1
804,62,Female,0.5,8,0,1
805,22,Female,1.74,5,1,0
806,50,Male,2.52,6,0,1
807,18,Female,2.87,5,1,0
808,35,Male,0.5,5,1,1
809,49,Female,11.81,3,2,0
810,64,Male,1.01,5,0,1
811,66,Male,9.55,9,0,1
812,28,Female,6.87,3,1,0
813,38,Male,6.05,2,1,1
814,43,Female,3.2,8,0,1
815,42,Male,4.76,3,3,0
816,39,Male,4.31,3,1,1
817,44,Male,4.18,4,0,1
818,66,Female,2.82,6,1,1
