CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Cluster
272,37,2,5340.78,2,1,4,7,3
273,6,8,8267.94,5,5,5,15,0
274,4,4,4178.76,5,4,4,13,3
275,6,3,2509.87,5,2,2,9,3
276,58,3,3793.54,2,2,3,7,3
277,59,2,2348.91,1,1,2,4,1
278,67,3,3612.13,1,2,3,6,3
279,26,2,1663.45,3,1,2,6,1
280,7,1,956.37,5,1,1,7,1
281,8,5,3720.88,4,4,3,11,3
282,16,6,10212.76,4,5,5,14,0
283,1,5,6070.04,5,4,5,14,0
284,47,4,2243.4,2,4,2,8,3
285,16,4,4456.54,4,4,4,12,3
286,11,6,4916.11,4,5,4,13,0
287,20,1,1370.06,3,1,1,5,1
288,54,1,1985.36,2,1,2,5,1
289,21,3,8430.04,3,2,5,10,0
290,29,2,974.9100000000001,3,1,1,5,1
291,82,2,1843.1399999999999,1,1,2,4,1
292,30,4,2166.3599999999997,2,4,2,8,3
293,46,2,902.52,2,1,1,4,1
294,114,3,4559.93,1,2,4,7,3
295,43,5,6003.1,2,4,5,11,0
296,2,5,4202.68,5,4,4,13,3
297,43,5,3279.2000000000003,2,4,3,9,3
298,21,4,6993.14,3,4,5,12,0
299,8,4,4995.04,4,4,4,12,3
300,11,5,4500.75,4,4,4,12,3
301,33,4,4263.13,2,4,4,10,3
302,1,5,5167.54,5,4,4,13,3
303,19,3,3760.7,3,2,3,8,3
304,318,1,190.96,1,1,1,3,2
305,34,6,5646.5,2,5,5,12,0
306,42,5,3009.7799999999997,2,4,3,9,3
307,12,4,2510.82,4,4,2,10,3
308,21,3,3749.1100000000006,3,2,3,8,3
309,30,5,2392.4700000000003,2,4,2,8,3
310,18,6,5007.66,3,5,4,12,0
311,6,7,6227.55,5,5,5,15,0
312,37,4,4624.14,2,4,4,10,3
313,23,4,8504.2,3,4,5,12,0
314,17,2,3269.2200000000003,3,1,3,7,1
315,19,1,185.55,3,1,1,5,1
316,22,5,6317.67,3,4,5,12,0
317,6,2,1867.29,5,1,2,8,1
318,7,5,3819.07,5,4,4,13,3
319,4,6,8209.960000000001,5,5,5,15,0
320,53,2,2179.53,2,1,2,5,1
321,11,2,2066.44,4,1,2,7,1
322,39,3,3098.86,2,2,3,7,3
323,8,10,14074.98,4,5,5,14,0
324,21,4,4441.13,3,4,4,11,3
325,12,8,10525.35,4,5,5,14,0
326,74,2,1154.17,1,1,1,3,1
327,26,4,4478.38,3,4,4,11,3
328,11,4,5046.95,4,4,4,12,3
329,165,1,580.76,1,1,1,3,2
330,42,3,1881.58,2,2,2,6,1
331,1,4,3973.32,5,4,4,13,3
332,103,1,3304.3,1,1,3,5,2
333,3,3,4002.74,5,2,4,11,3
334,7,5,4593.09,5,4,4,13,3
335,27,3,7651.07,3,2,5,10,3
336,1,7,9160.869999999999,5,5,5,15,0
337,34,1,1923.47,2,1,2,5,1
338,29,5,8867.39,3,4,5,12,0
339,10,6,4875.35,4,5,4,13,0
340,29,4,4932.42,3,4,4,11,3
341,28,2,5329.4,3,1,4,8,3
342,9,5,4832.97,4,4,4,12,3
343,25,3,3554.05,3,2,3,8,3
344,13,5,5040.38,4,4,4,12,3
345,48,3,2403.98,2,2,2,6,1
346,2,3,2046.27,5,2,2,9,1
347,24,5,5932.32,3,4,5,12,0
348,89,1,739.38,1,1,1,3,1
349,5,6,9135.93,5,5,5,15,0
350,69,3,3447.29,1,2,3,6,3
351,17,2,2156.13,3,1,2,6,1
352,4,5,4889.57,5,4,4,13,3
353,15,3,3810.73,4,2,4,10,3
354,15,4,7510.37,4,4,5,13,0
355,98,1,61.85,1,1,1,3,1
356,18,3,4124.620000000001,3,2,4,9,3
357,18,4,3990.62,3,4,4,11,3
358,20,3,3257.98,3,2,3,8,3
359,57,4,5032.49,2,4,4,10,3
360,48,1,1322.14,2,1,1,4,1
361,14,4,2218.37,4,4,2,10,3
362,17,3,3086.73,3,2,3,8,3
363,44,2,433.99,2,1,1,4,1
364,22,4,4813.15,3,4,4,11,3
365,24,5,5013.32,3,4,4,11,3
366,37,2,2038.92,2,1,2,5,1
367,20,4,3333.92,3,4,3,10,3
368,8,4,1736.96,4,4,2,10,3
369,3,4,4535.03,5,4,4,13,3
370,8,5,5604.98,4,4,5,13,0
371,66,3,3459.2200000000003,1,2,3,6,3
372,11,4,3438.54,4,4,3,11,3
373,7,4,3570.01,5,4,3,12,3
374,12,6,4753.42,4,5,4,13,0
375,6,4,2324.6600000000003,5,4,2,11,3
376,2,2,2780.86,5,1,3,9,1
377,7,3,515.09,5,2,1,8,1
378,67,2,1932.15,1,1,2,4,1
379,12,4,4622.27,4,4,4,12,3
380,29,2,2117.82,3,1,2,6,1
381,32,1,857.39,2,1,1,4,1
382,199,1,1665.25,1,1,2,4,2
383,34,1,1469.35,2,1,1,4,1
384,23,3,2889.84,3,2,3,8,3
385,31,3,2424.37,2,2,2,6,1
386,98,1,956.37,1,1,1,3,1
387,38,4,2365.37,2,4,2,8,3
388,4,3,1656.97,5,2,2,9,1
389,1,2,2746.82,5,1,3,9,1
390,54,3,3028.7299999999996,2,2,3,7,3
391,19,4,2242.69,3,4,2,9,3
392,8,3,4971.29,4,2,4,10,3
393,6,2,746.1,5,1,1,7,1
394,32,2,1427.39,2,1,1,4,1
395,84,4,3610.06,1,4,3,8,3
396,2,2,2050.73,5,1,2,8,1
397,39,3,4223.37,2,2,4,8,3
398,366,1,304.09,1,1,1,3,2
399,34,1,3872.72,2,1,4,7,1
400,31,2,3355.42,2,1,3,6,1
401,90,1,1936.36,1,1,2,4,1
402,16,1,1719.14,4,1,2,7,1
403,26,2,2376.75,3,1,2,6,1
404,1,5,4017.74,5,4,4,13,3
405,6,4,2978.34,5,4,3,12,3
406,51,3,4352.57,2,2,4,8,3
407,12,5,5304.8,4,4,4,12,3
408,2,1,90.03,5,1,1,7,1
409,44,3,3445.2700000000004,2,2,3,7,3
410,6,4,3610.0099999999998,5,4,3,12,3
411,13,8,5635.16,4,5,5,14,0
412,12,1,271.69,4,1,1,6,1
413,28,4,2415.63,3,4,2,9,3
414,8,3,5256.07,4,2,4,10,3
415,8,2,2438.6,4,1,2,7,1
416,72,1,1161.45,1,1,1,3,1
417,64,2,1397.67,1,1,1,3,1
418,37,2,2473.49,2,1,2,5,1
419,20,4,3965.79,3,4,4,11,3
420,49,5,2945.2,2,4,3,9,3
421,21,2,3055.9700000000003,3,1,3,7,1
422,3,9,6843.17,5,5,5,15,0
423,31,5,5806.11,2,4,5,11,0
424,14,5,4957.34,4,4,4,12,3
425,66,3,1352.4299999999998,1,2,1,4,1
426,43,3,1724.04,2,2,2,6,1
427,6,7,6614.32,5,5,5,15,0
428,15,8,11365.16,4,5,5,14,0
429,42,4,4028.58,2,4,4,10,3
430,9,4,3943.9700000000003,4,4,4,12,3
431,45,2,422.46000000000004,2,1,1,4,1
432,7,5,5482.34,5,4,5,14,3
433,58,1,956.37,2,1,1,4,1
434,12,6,5734.65,4,5,5,14,0
435,17,3,5088.54,3,2,4,9,3
436,17,2,2094.16,3,1,2,6,1
437,18,4,2730.52,3,4,3,10,3
438,4,2,2392.66,5,1,2,8,1
439,7,2,2798.77,5,1,3,9,1
440,12,3,3660.41,4,2,3,9,3
441,10,3,4581.66,4,2,4,10,3
442,35,3,1848.4099999999999,2,2,2,6,1
443,62,1,647.32,1,1,1,3,1
444,55,4,4801.43,2,4,4,10,3
445,12,1,3237.12,4,1,3,8,1
446,8,4,2911.1699999999996,4,4,3,11,3
447,30,2,2982.66,2,1,3,6,1
448,56,2,1944.59,2,1,2,5,1
449,7,3,4662.0,5,2,4,11,3
450,4,6,3320.9700000000003,5,5,3,13,3
451,8,4,5575.9400000000005,4,4,5,13,3
452,12,1,1985.36,4,1,2,7,1
453,1,5,6932.65,5,4,5,14,0
454,242,3,1840.0300000000002,1,2,2,5,2
455,4,9,8940.53,5,5,5,15,0
456,16,4,4168.87,4,4,4,12,3
457,39,11,14963.04,2,5,5,12,0
458,65,3,1670.38,1,2,2,5,1
459,13,5,4848.5,4,4,4,12,3
460,25,3,3100.01,3,2,3,8,3
461,52,3,1806.0,2,2,2,6,1
462,72,1,61.85,1,1,1,3,1
463,7,4,4672.57,5,4,4,13,3
464,11,7,10393.539999999999,4,5,5,14,0
465,27,4,5033.21,3,4,4,11,3
466,43,1,1652.15,2,1,2,5,1
467,61,5,4559.17,1,4,4,9,3
468,4,4,4036.2400000000002,5,4,4,13,3
469,2,3,2892.33,5,2,3,10,3
470,17,6,7168.870000000001,3,5,5,13,0
471,19,1,190.96,3,1,1,5,1
472,70,1,1350.15,1,1,1,3,1
473,55,2,2681.0,2,1,3,6,1
474,26,6,3749.0099999999998,3,5,3,11,3
475,8,6,5335.72,4,5,4,13,0
476,7,4,4842.47,5,4,4,13,3
477,35,2,2601.32,2,1,3,6,1
478,52,1,90.03,2,1,1,4,1
479,15,1,490.88,4,1,1,6,1
480,26,4,4517.9,3,4,4,11,3
481,14,2,1663.45,4,1,2,7,1
482,38,3,1521.31,2,2,2,6,1
483,163,2,2385.81,1,1,2,4,2
484,119,2,1568.26,1,1,2,4,2
485,8,5,4378.22,4,4,4,12,3
486,5,4,3671.63,5,4,3,12,3
487,95,2,450.64,1,1,1,3,1
488,105,1,1985.36,1,1,2,4,2
489,42,2,1833.96,2,1,2,5,1
490,22,6,5538.47,3,5,5,13,0
491,19,2,3661.1000000000004,3,1,3,7,1
492,24,3,2429.38,3,2,2,7,1
493,1,3,7039.01,5,2,5,12,3
494,12,3,6869.28,4,2,5,11,3
495,28,5,5734.55,3,4,5,12,0
496,11,3,7242.92,4,2,5,11,3
497,41,1,955.71,2,1,1,4,1
498,16,5,7750.84,3,4,5,12,0
499,9,6,3786.34,4,5,3,12,3
500,6,3,2354.39,5,2,2,9,3
501,5,4,3615.7200000000003,5,4,3,12,3
502,147,3,8024.260000000001,1,2,5,8,2
503,3,5,4271.3,5,4,4,13,3
504,39,4,5134.43,2,4,4,10,3
505,6,3,2183.45,5,2,2,9,1
506,18,3,3634.71,3,2,3,8,3
507,19,6,6360.75,3,5,5,13,0
508,10,4,5475.08,4,4,5,13,3
509,18,1,350.23,3,1,1,5,1
510,8,4,3157.6099999999997,4,4,3,11,3
511,5,5,5476.91,5,4,5,14,3
512,2,2,3235.51,5,1,3,9,1
513,8,3,4899.2300000000005,4,2,4,10,3
514,32,2,3504.21,2,1,3,6,1
515,3,2,1238.69,5,1,1,7,1
516,10,3,2366.15,4,2,2,8,3
517,106,2,3759.55,1,1,3,5,2
518,10,4,5625.52,4,4,5,13,3
519,21,1,3438.28,3,1,3,7,1
520,40,2,2566.12,2,1,2,5,1
521,48,3,3370.1800000000003,2,2,3,7,3
522,28,3,2467.65,3,2,2,7,1
523,2,2,2632.68,5,1,3,9,1
524,2,4,6842.69,5,4,5,14,0
525,87,2,1934.89,1,1,2,4,1
526,60,3,1449.75,1,2,1,4,1
527,3,7,8665.4,5,5,5,15,0
528,214,1,426.9,1,1,1,3,2
529,3,4,2799.8900000000003,5,4,3,12,3
530,19,4,3131.47,3,4,3,10,3
531,42,3,4351.76,2,2,4,8,3
532,7,2,3573.7,5,1,3,9,1
533,26,1,77.24,3,1,1,5,1
534,10,4,3643.48,4,4,3,11,3
535,7,2,5088.95,5,1,4,10,3
536,16,4,6140.22,3,4,5,12,3
537,18,4,4247.389999999999,3,4,4,11,3
538,4,1,1469.35,5,1,1,7,1
539,19,5,3804.5600000000004,3,4,4,11,3
540,32,3,1980.6799999999998,2,2,2,6,1
541,5,4,3274.46,5,4,3,12,3
542,31,3,1713.83,2,2,2,6,1
543,5,6,7636.450000000001,5,5,5,15,0
544,61,3,3195.3900000000003,1,2,3,6,3
545,25,3,2742.77,3,2,3,8,3
546,21,3,3120.2200000000003,3,2,3,8,3
547,18,2,1979.81,3,1,2,6,1
548,15,5,5416.49,4,4,4,12,3
549,70,3,4977.85,1,2,4,7,3
550,12,3,2793.4500000000003,4,2,3,9,3
551,42,4,5075.139999999999,2,4,4,10,3
552,81,3,786.4100000000001,1,2,1,4,1
553,25,2,2574.93,3,1,3,7,1
554,23,2,2475.94,3,1,2,6,1
555,6,3,2970.5,5,2,3,10,3
556,29,2,1096.7,3,1,1,5,1
557,9,4,3702.2700000000004,4,4,3,11,3
558,186,1,3237.12,1,1,3,5,2
559,14,3,2808.71,4,2,3,9,3
560,19,4,4202.4800000000005,3,4,4,11,3
561,11,2,2964.19,4,1,3,8,1
562,58,4,5016.280000000001,2,4,4,10,3
563,29,3,1107.8600000000001,3,3,1,7,1
564,4,3,2128.07,5,3,2,10,1
565,38,3,3070.06,2,3,3,8,3
566,78,1,1580.74,1,1,2,4,1
567,57,3,3286.47,2,3,3,8,3
568,25,3,3049.85,3,3,3,9,3
569,38,4,1572.48,2,4,2,8,3
570,29,2,1333.43,3,1,1,5,1
571,5,5,4322.46,5,4,4,13,3
572,9,6,9164.39,4,5,5,14,0
573,16,6,6654.29,3,5,5,13,0
574,20,7,4948.64,3,5,4,12,0
575,29,5,3248.83,3,4,3,10,3
576,180,4,1664.69,1,4,2,7,2
577,1,7,5931.66,5,5,5,15,0
578,8,7,6264.83,4,5,5,14,0
579,141,1,1936.36,1,1,2,4,2
580,39,8,4770.95,2,5,4,11,0
581,134,1,1161.45,1,1,1,3,2
582,28,4,2800.55,3,4,3,10,3
583,7,2,2299.9,5,1,2,8,1
584,9,2,2270.25,4,1,2,7,1
585,21,5,3692.23,3,4,3,10,3
586,22,2,2221.0299999999997,3,1,2,6,1
587,43,4,6903.17,2,4,5,11,3
588,221,1,90.03,1,1,1,3,2
589,1,5,5407.2,5,5,4,14,3
590,44,5,7726.7,2,5,5,12,0
591,15,6,6456.4,4,5,5,14,0
592,33,1,497.23,2,1,1,4,1
593,111,3,2973.19,1,3,3,7,2
594,9,6,4018.92,4,5,4,13,3
595,10,7,9533.4,4,5,5,14,0
596,15,2,551.57,4,1,1,6,1
597,45,3,5729.200000000001,2,3,5,10,3
598,22,3,3626.69,3,3,3,9,3
599,55,1,369.69,2,1,1,4,1
600,12,5,5664.32,4,5,5,14,0
601,10,2,1161.48,4,1,1,6,1
602,25,2,2156.13,3,1,2,6,1
603,41,3,3504.79,2,3,3,8,3
604,48,1,1764.63,2,1,2,5,1
605,23,4,3477.66,3,4,3,10,3
606,186,1,426.9,1,1,1,3,2
607,25,2,1498.72,3,1,1,5,1
608,66,3,2195.54,1,3,2,6,1
609,51,3,1191.0,2,3,1,6,1
610,7,3,2980.82,5,3,3,11,3
611,3,3,4357.13,5,3,4,12,3
612,2,3,2352.31,5,3,2,10,3
613,2,3,1606.76,5,3,2,10,1
614,6,3,4406.0599999999995,5,3,4,12,3
615,1,9,11849.16,5,5,5,15,0
616,12,2,1279.8799999999999,4,1,1,6,1
617,72,2,866.9200000000001,1,1,1,3,1
618,26,2,5039.37,3,1,4,8,3
619,64,4,2697.59,1,4,3,8,3
620,11,5,5272.29,4,5,4,13,3
621,66,2,1320.1399999999999,1,1,1,3,1
622,43,5,4737.22,2,5,4,11,3
623,101,1,1743.93,1,1,2,4,2
624,64,4,3646.15,1,4,3,8,3
625,38,2,829.09,2,1,1,4,1
626,5,4,4012.3,5,4,4,13,3
627,45,3,2748.1000000000004,2,3,3,8,1
628,20,2,998.73,3,1,1,5,1
629,9,4,2818.14,4,4,3,11,3
630,52,1,1312.04,2,1,1,4,1
631,101,3,3825.8900000000003,1,3,4,8,3
632,3,4,2110.34,5,4,2,11,3
633,11,1,1652.15,4,1,2,7,1
634,5,5,5636.51,5,5,5,15,0
635,51,3,6922.05,2,3,5,10,3
636,4,2,2332.24,5,1,2,8,1
637,19,3,2654.79,3,3,3,9,3
638,71,3,7721.23,1,3,5,9,3
639,34,1,490.88,2,1,1,4,1
640,5,1,551.11,5,1,1,7,1
641,10,3,1953.3899999999999,4,3,2,9,1
642,13,1,668.86,4,1,1,6,1
643,14,2,2734.8900000000003,4,2,3,9,1
644,7,4,3647.37,5,4,3,12,3
645,5,4,2780.34,5,4,3,12,3
646,13,3,4614.24,4,3,4,11,3
647,195,1,1751.64,1,1,2,4,2
648,1,3,781.77,5,3,1,9,1
