CustomerID,Age,Gender,AvgBrowsingTime,AvgPageViews,PastPurchases,Purchase,Purchase_Probability,Purchase_Rank,Target_Top20
91,62,0,1.43,7,1,1,0.745030272626186,666.0,1
92,35,0,0.66,6,0,0,0.3218846404101376,3768.0,0
93,64,0,21.1,4,1,1,0.7801482753523314,380.0,1
94,41,0,0.5,4,1,0,0.4348091412778584,2940.0,0
95,43,0,0.53,5,1,0,0.474526844984922,2669.0,0
96,42,0,1.84,4,1,0,0.4524613378600673,2820.0,0
97,62,0,10.62,2,0,1,0.6677814232855351,1268.0,0
98,58,1,1.78,3,1,1,0.644637869725832,1458.0,0
99,46,1,1.34,7,1,0,0.5261624102717037,2317.0,0
100,32,0,8.53,5,2,1,0.4041510695654422,3146.0,0
101,62,1,3.0,2,1,0,0.687221436233508,1118.0,0
102,18,1,1.43,3,0,0,0.12996247062756017,4999.0,0
103,42,0,1.77,4,1,0,0.4522640008678796,2822.0,0
104,24,0,2.65,4,0,0,0.19212147827082895,4789.0,0
105,26,0,0.58,5,0,0,0.21418086972880385,4611.0,0
106,41,1,5.52,6,2,0,0.5163285293473456,2387.0,0
107,18,1,1.6,7,1,0,0.18723995665142007,4808.0,0
108,61,0,2.48,9,1,0,0.7544915954363017,597.0,1
109,25,0,1.68,5,1,0,0.2493886032904726,4323.0,0
110,41,1,0.75,6,1,1,0.4425713160999771,2885.0,0
111,28,0,0.54,7,0,0,0.2510450360805309,4313.0,0
112,68,0,10.49,3,4,1,0.8858350115600284,9.0,1
113,34,1,1.13,8,1,0,0.3715472237246924,3387.0,0
114,25,1,3.82,6,3,0,0.3514556292073774,3543.0,0
115,52,1,0.82,4,0,0,0.5131364022648136,2407.0,0
116,52,1,0.5,11,1,1,0.6507571125861737,1400.0,0
117,50,1,0.5,3,2,1,0.5920775450414448,1852.5,0
118,22,0,1.38,8,3,0,0.3433501654853515,3608.0,0
119,59,1,1.16,4,3,1,0.7641794499831696,509.0,1
120,56,0,0.5,3,3,0,0.7346009226868776,727.0,1
121,58,1,6.67,3,0,1,0.600946140474722,1802.0,0
122,45,0,0.5,5,2,1,0.5626737152122252,2048.0,0
123,24,1,3.76,8,0,0,0.21412917904755924,4613.0,0
124,26,0,3.22,2,0,0,0.19591802310577663,4756.0,0
125,25,0,2.68,4,1,1,0.2427104448775865,4380.0,0
126,29,0,3.46,6,1,0,0.3080754102849323,3861.0,0
127,51,0,0.73,6,2,1,0.6546808195393623,1373.0,0
128,50,1,0.99,4,4,1,0.7128150140863161,924.0,1
129,65,1,6.54,3,1,0,0.7395548088491206,701.0,1
130,40,0,8.8,3,1,0,0.4325481952790979,2956.0,0
131,41,0,1.19,7,1,0,0.47196373505725636,2690.0,0
132,54,0,0.5,4,0,1,0.55664386113771,2094.0,0
133,52,0,8.55,4,1,1,0.6102574416665105,1733.0,0
134,61,0,3.11,4,2,0,0.7567178965553258,578.0,1
135,57,1,3.53,4,0,1,0.5901971451279712,1868.0,0
136,39,0,2.21,4,0,0,0.35499836430398685,3519.0,0
137,44,0,0.67,5,2,1,0.5492592346444345,2152.0,0
138,52,0,3.07,2,2,1,0.6301969715521175,1581.0,0
139,18,0,3.24,8,3,1,0.2989420431670029,3942.0,0
140,52,0,0.5,7,0,0,0.5639331777168486,2036.0,0
141,54,1,1.12,8,1,1,0.6456188434573015,1447.0,0
142,64,0,5.79,5,1,1,0.7576223521209943,569.0,1
143,31,0,3.72,7,1,0,0.3438374191181359,3602.0,0
144,20,0,0.5,7,1,0,0.21384096484506077,4616.0,0
145,18,0,3.28,5,1,0,0.1857893729242831,4814.0,0
146,22,0,4.06,6,1,0,0.23214445304171752,4463.0,0
147,43,1,5.61,5,1,0,0.47246422993964243,2686.0,0
148,31,1,5.01,7,0,0,0.2810151722827942,4070.0,0
149,56,1,0.69,3,1,0,0.6155243376993658,1695.0,0
150,44,0,4.23,7,2,0,0.582477193649841,1920.0,0
151,26,0,4.67,8,2,0,0.3480451620814474,3574.0,0
152,32,0,0.5,6,0,0,0.28581950886563323,4037.0,0
153,32,1,2.43,3,0,0,0.24935851914650334,4324.0,0
154,43,1,2.51,6,1,0,0.4754818816269863,2665.0,0
155,59,0,4.96,5,2,1,0.7485037760410846,641.0,1
156,30,0,2.7,7,1,1,0.3286882928702521,3719.0,0
157,68,0,2.02,4,2,1,0.819993315946936,150.0,1
158,49,1,9.88,7,2,1,0.6485216591159467,1417.0,0
159,56,1,5.32,4,2,1,0.6926316884851421,1071.0,0
160,66,0,10.04,6,4,1,0.8882861439184366,4.0,1
161,69,0,15.36,6,1,1,0.8288297285151215,115.0,1
162,49,1,1.87,4,1,1,0.5343123085644682,2252.0,0
163,21,0,3.85,8,0,0,0.1975090057061876,4739.0,0
164,47,0,2.07,6,1,0,0.5468698158347747,2167.0,0
165,54,0,8.66,1,0,0,0.5444496212610845,2182.0,0
166,40,1,1.12,3,0,0,0.3392294647311728,3639.0,0
167,56,0,17.32,7,1,1,0.7141126582963817,910.0,1
168,62,0,4.34,5,1,1,0.7331441960785658,739.0,1
169,32,1,6.97,6,1,0,0.33929399777026287,3638.0,0
170,60,0,0.5,2,0,1,0.6154906789958347,1696.0,0
171,46,0,2.4,3,2,0,0.5585199547906499,2077.0,0
172,53,0,5.16,4,0,1,0.5558422925883698,2103.0,0
173,30,0,0.5,8,1,0,0.3336375448724117,3686.0,0
174,49,1,6.27,6,0,0,0.5101255649992802,2425.0,0
175,24,0,0.5,7,2,0,0.302582476127676,3910.0,0
176,68,0,3.32,8,2,0,0.8482083958471893,62.0,1
177,39,1,1.9,2,2,0,0.43096069047107627,2965.0,0
178,45,1,2.21,7,1,0,0.5145880814710797,2399.0,0
179,19,1,4.57,3,2,0,0.20987097473602723,4648.0,0
180,59,0,2.52,3,4,1,0.8102597943505221,197.0,1
181,62,0,0.96,4,1,1,0.7160171113259771,903.0,1
182,23,1,0.63,8,1,0,0.24043082180825415,4402.0,0
183,45,0,2.84,5,2,0,0.5692149377148052,2004.0,0
184,45,1,1.67,4,1,0,0.4775357243591402,2652.0,0
185,61,1,6.26,5,1,1,0.713025462967041,921.0,1
186,61,1,2.49,3,1,1,0.6840530582895834,1147.0,0
187,37,0,2.13,2,1,1,0.3627205895205243,3453.0,0
188,47,0,1.87,6,2,0,0.6052871722503668,1767.0,0
189,28,1,0.65,6,0,0,0.23054120179033746,4479.0,0
190,45,0,3.11,6,0,0,0.46145749985447926,2754.0,0
191,42,0,16.09,5,0,0,0.44448513775890713,2879.0,0
192,56,1,6.41,2,0,1,0.5613188351386408,2057.0,0
193,50,1,1.35,4,0,1,0.4865121346317818,2587.0,0
194,18,0,2.47,5,1,0,0.18439905460055886,4819.0,0
195,44,0,8.27,3,1,0,0.4869064165522966,2586.0,0
196,69,0,2.33,9,3,1,0.8864315634821873,7.0,1
197,30,1,0.56,6,0,0,0.25091683022778444,4315.0,0
198,58,1,0.5,8,0,1,0.6401692200718292,1489.0,0
199,20,0,2.03,4,1,1,0.19362008423225113,4781.0,0
200,56,0,13.26,1,1,0,0.6422075249521726,1475.0,0
201,23,1,3.5,5,1,0,0.22100819190928367,4550.0,0
202,25,0,0.5,4,0,0,0.19710720516313351,4744.0,0
203,44,0,0.5,5,1,0,0.48849064467788167,2570.0,0
204,26,1,5.07,6,3,1,0.36768860633226574,3416.0,0
205,54,0,6.49,3,1,1,0.6201359527971846,1660.0,0
206,50,1,4.16,7,2,0,0.6465097094079945,1437.0,0
207,68,0,4.42,4,1,1,0.7861418529314533,343.0,1
208,59,0,0.5,9,1,0,0.7286190866752678,782.0,1
209,61,1,7.99,5,0,1,0.6655266238790873,1281.0,0
210,41,0,6.15,8,1,1,0.49789025648146473,2514.0,0
211,32,1,0.57,7,3,0,0.44810920512144015,2855.0,0
212,49,1,6.7,5,2,0,0.6181253564806236,1672.0,0
213,49,0,1.69,5,0,1,0.501772709913114,2478.0,0
214,41,0,0.5,5,4,1,0.6249217260314103,1623.0,0
215,58,0,0.96,8,1,1,0.7087261010398108,952.0,1
216,69,0,1.02,7,1,0,0.8117698723162806,191.0,1
217,66,0,1.49,6,0,1,0.7328048519884526,744.0,1
218,66,0,2.27,4,2,0,0.8032281140212677,234.0,1
219,69,0,3.24,2,0,1,0.7326526321873488,747.0,1
220,29,1,2.01,3,0,0,0.21829225314164227,4567.0,0
221,56,1,0.5,2,2,0,0.6598981812876092,1337.0,0
222,19,1,0.5,6,1,0,0.18668946964296135,4810.0,0
223,20,0,4.43,4,3,0,0.28582108031084785,4036.0,0
224,66,0,0.75,4,1,0,0.7590553275161225,562.0,1
225,54,1,1.79,8,1,0,0.647361325361413,1424.0,0
226,66,0,7.14,5,2,1,0.8189712691572713,157.0,1
227,34,0,4.58,4,2,0,0.4090303701377676,3122.0,0
228,66,1,7.23,5,3,1,0.8437137480676997,71.0,1
229,19,1,2.89,6,3,0,0.2766999254179273,4106.0,0
230,19,0,0.5,11,1,0,0.23709343164852914,4426.0,0
231,45,0,4.27,10,1,0,0.5720047348113462,1987.0,0
232,40,1,0.9,4,0,0,0.34936015523175856,3560.0,0
233,54,1,1.36,4,0,1,0.5427097251799693,2192.0,0
234,49,1,1.41,5,1,0,0.5447824572831508,2180.0,0
235,50,1,5.6,8,1,1,0.6048488642458997,1772.0,0
236,18,1,0.5,5,1,0,0.1714587953247329,4884.5,0
237,36,0,10.35,7,0,0,0.37023758767860987,3396.0,0
238,19,0,6.93,5,3,0,0.28982903803723586,3998.0,0
239,61,1,2.41,6,0,1,0.66192917580508,1316.0,0
240,43,1,5.56,6,0,1,0.4242789105256508,3014.0,0
241,49,1,3.22,7,3,1,0.685367023848569,1138.0,0
242,23,0,6.44,3,1,1,0.22183186670786684,4543.0,0
243,49,0,2.71,6,1,1,0.576364733452793,1955.0,0
244,21,1,5.79,5,3,0,0.2967721157971021,3959.0,0
245,28,1,3.09,6,0,0,0.23550355732122472,4441.0,0
246,34,1,11.63,5,3,0,0.4838403085874668,2608.0,0
247,55,1,2.2,9,3,1,0.7684112473810966,473.0,1
248,41,1,3.39,5,0,0,0.3799264986431455,3320.0,0
249,22,1,5.56,5,0,1,0.17734725179786667,4852.0,0
250,69,1,7.58,4,1,1,0.7905060303344303,314.0,1
251,51,1,2.66,5,0,1,0.5161444094996988,2388.0,0
252,23,1,0.54,7,0,0,0.19146594747389648,4793.0,0
253,39,0,2.39,8,5,0,0.6906962721797426,1086.0,0
254,28,0,14.05,4,2,1,0.35483115790307096,3521.0,0
255,65,1,3.66,9,0,1,0.7414227064242661,689.0,1
256,33,0,7.03,3,0,0,0.28346660706784105,4054.0,0
257,50,0,0.5,8,1,1,0.6067703112427211,1757.0,0
258,26,0,2.75,5,1,0,0.26242107854196284,4220.0,0
259,23,0,4.56,7,0,0,0.20937715230129106,4653.0,0
260,33,0,7.4,2,6,0,0.6178032244847983,1678.0,0
261,46,0,0.5,6,1,1,0.5284413747717697,2301.5,0
262,20,1,6.81,5,0,0,0.16345352630824858,4916.0,0
263,37,0,3.45,7,2,1,0.4825414656228042,2618.0,0
264,53,0,1.04,5,0,0,0.5559647793571094,2101.0,0
265,36,0,0.89,4,0,0,0.31410631735690764,3829.0,0
266,43,1,1.91,8,2,1,0.5576354555361789,2088.0,0
267,20,0,2.82,4,1,1,0.19502756600418616,4770.0,0
268,36,1,0.92,7,2,1,0.44497069302861303,2876.0,0
269,37,1,1.66,6,1,0,0.39043491894448756,3239.0,0
270,49,1,6.92,2,2,0,0.5846667757950945,1908.0,0
271,24,0,1.01,6,3,1,0.3464188594941319,3587.0,0
272,69,1,0.58,3,0,1,0.7229517495910855,838.0,1
273,58,0,3.13,6,2,1,0.742867690435661,675.0,1
274,50,1,3.09,5,2,0,0.6217058322687254,1650.0,0
275,57,1,5.53,10,2,1,0.7604960692330445,548.0,1
276,56,0,1.4,7,2,1,0.7263271870732522,799.0,1
277,35,0,5.85,8,0,0,0.3563360377680122,3506.0,0
278,57,0,2.97,3,1,0,0.6499681085966685,1403.0,0
279,18,1,1.09,6,1,0,0.179280603297367,4842.0,0
280,28,0,1.66,6,0,1,0.24458918097082555,4363.0,0
281,45,1,3.03,3,3,0,0.5894655823056879,1874.0,0
282,42,0,4.01,3,2,1,0.5070924849442974,2442.0,0
283,67,1,5.07,4,1,0,0.7661793292233435,496.0,1
284,40,1,3.95,5,3,1,0.5462680386513196,2174.0,0
285,48,1,1.02,4,3,1,0.6353166559012465,1535.0,0
286,47,1,0.59,2,2,1,0.5392624876749686,2217.0,0
287,59,0,0.5,4,1,1,0.6793366904979242,1183.0,0
288,52,0,3.88,5,0,0,0.5500425582316165,2143.0,0
289,24,1,1.92,8,1,0,0.2536266878857242,4295.0,0
290,33,0,1.25,6,2,0,0.40917296104734413,3121.0,0
291,43,0,0.5,1,0,0,0.36966984286962057,3400.5,0
292,65,0,5.78,4,3,0,0.8364501069727063,94.0,1
293,69,0,7.99,10,0,1,0.8086435681899666,207.0,1
294,66,0,1.81,3,2,1,0.7947792989760699,286.0,1
295,19,1,2.81,5,2,0,0.22253217037138018,4540.0,0
296,18,0,14.7,7,3,0,0.31662838140132443,3806.0,0
297,65,1,1.63,6,2,1,0.7976566598960304,264.0,1
298,29,0,3.81,4,1,0,0.2890688930309461,4006.0,0
299,22,1,0.5,2,1,0,0.18356805457486286,4824.0,0
300,54,0,4.34,2,1,1,0.6030712295850779,1788.0,0
301,49,1,1.27,3,2,0,0.5805535397793846,1934.0,0
302,26,1,12.64,6,0,1,0.23480618025850788,4445.0,0
303,58,0,4.61,7,3,1,0.7968851176102245,270.0,1
304,52,1,5.61,3,0,0,0.5149170596707618,2397.0,0
305,36,1,6.28,4,1,0,0.3672696618126937,3422.0,0
306,65,1,3.2,3,1,1,0.7321675474648199,754.0,1
307,33,1,2.91,3,2,0,0.3643069275396267,3445.0,0
308,20,0,7.67,6,1,0,0.2196487260629417,4561.0,0
309,37,1,12.38,3,1,0,0.38564976300500037,3282.0,0
310,41,0,2.15,4,1,0,0.43942898790773605,2904.0,0
311,50,0,9.95,7,2,1,0.6760555542803647,1205.0,0
312,41,1,4.09,6,3,1,0.5722050812738655,1985.0,0
313,69,0,2.3,7,0,1,0.7745752559944586,419.0,1
314,28,1,2.79,2,0,0,0.20255082608555477,4698.0,0
315,66,1,1.01,2,0,0,0.6787064093898073,1187.0,0
316,25,1,0.62,8,3,1,0.36486712470652216,3440.0,0
317,53,1,0.62,9,0,0,0.5850309958189829,1906.0,0
318,55,0,3.72,2,2,1,0.6702440276691883,1249.0,0
319,57,0,1.8,5,1,1,0.6682644315991975,1264.0,0
320,37,0,4.45,6,0,0,0.3567629752534553,3500.0,0
321,52,0,14.49,4,1,0,0.6262095901249526,1613.0,0
322,65,0,3.67,4,1,1,0.7548149340315832,594.0,1
323,42,0,2.31,3,8,0,0.8114961631732491,192.0,1
324,52,1,0.75,4,0,0,0.5129373929713792,2410.0,0
325,42,1,0.5,5,3,1,0.5643650528511203,2034.0,0
326,46,0,4.72,7,2,1,0.6108960807152842,1727.0,0
327,35,1,2.96,2,1,1,0.3245879737867971,3753.0,0
328,63,0,5.43,4,2,1,0.7813794366892957,364.0,1
329,35,0,0.8,4,1,1,0.355144186663012,3517.0,0
330,19,1,4.29,6,1,0,0.19332669248227635,4782.0,0
331,52,1,1.32,9,2,1,0.6854059802176471,1137.0,0
332,33,1,1.2,4,0,1,0.26651507586954876,4185.0,0
333,58,0,0.5,5,3,1,0.773013722446864,434.0,1
334,53,1,0.5,4,1,1,0.5858855567354189,1902.0,0
335,50,1,0.5,5,1,1,0.5561453059231778,2099.0,0
336,21,1,0.5,6,1,0,0.2043845253254331,4683.0,0
337,50,1,16.74,3,0,1,0.518438752766334,2368.0,0
338,31,1,0.5,3,1,1,0.28120609159559345,4067.0,0
339,38,1,0.5,3,2,1,0.4248828043826353,3010.0,0
340,65,1,0.5,7,1,1,0.7621393800260085,530.0,1
341,37,1,3.93,6,0,1,0.3404158342132155,3632.0,0
342,25,1,0.61,5,4,1,0.38822794079887496,3263.0,0
343,24,0,7.69,4,3,0,0.34218714215728446,3616.0,0
344,20,1,11.51,8,0,0,0.19199059619629336,4790.0,0
345,34,0,0.94,4,2,0,0.3990566426129778,3186.0,0
346,50,0,2.65,4,0,0,0.5067275011170435,2445.0,0
347,65,1,0.74,5,2,1,0.7882157650016138,331.0,1
348,29,1,5.5,6,0,0,0.25090535571717903,4316.0,0
349,68,1,3.03,8,3,1,0.8690999712429536,21.0,1
350,39,0,1.39,5,1,1,0.42133356562960006,3030.0,0
351,39,0,0.7,3,0,1,0.34035704560096974,3633.0,0
352,63,0,3.65,9,1,1,0.7770540767250996,400.0,1
353,47,1,3.24,6,1,1,0.5337642807542055,2259.0,0
354,55,1,0.93,3,2,1,0.6589992076515928,1344.0,0
355,55,1,5.18,9,0,0,0.6243154434192031,1627.0,0
356,62,1,2.86,5,2,1,0.7630543696336997,521.0,1
357,68,1,6.83,4,1,1,0.7795707747492283,384.0,1
358,25,1,0.5,5,1,0,0.23480301780693627,4446.5,0
359,44,0,5.92,6,2,0,0.5756159966588278,1958.0,0
360,44,0,4.63,4,0,0,0.428440415290407,2982.0,0
361,51,1,0.5,7,0,0,0.5336443202200611,2260.0,0
362,38,1,4.77,5,1,0,0.4010247047998663,3172.0,0
363,47,0,3.27,2,2,0,0.5631495022187896,2046.0,0
364,50,1,10.26,4,2,0,0.6297179135610051,1588.0,0
365,45,0,0.5,6,3,1,0.6320891995125585,1564.0,0
366,64,0,5.11,6,0,0,0.7186027146924082,885.0,1
367,50,1,0.75,8,2,1,0.648467092573582,1418.0,0
368,22,1,12.26,3,1,0,0.2122940753566915,4627.0,0
369,65,1,2.09,2,3,1,0.8067788373799343,216.0,1
370,36,0,13.05,5,0,0,0.35543494665070574,3513.0,0
371,21,0,9.21,5,1,0,0.22421089341604758,4529.0,0
372,52,1,1.32,7,0,0,0.5499302905411768,2145.0,0
373,66,1,8.52,5,1,1,0.7715749199494775,450.0,1
374,34,0,23.13,3,1,0,0.3902999639207065,3242.0,0
375,61,1,0.61,6,1,0,0.7095519236050317,944.0,1
376,45,0,3.14,6,2,1,0.5816239037004345,1926.0,0
377,47,1,3.34,3,1,0,0.49856486767824554,2508.0,0
378,46,1,1.38,8,0,0,0.47771273680076043,2649.0,0
379,63,0,0.5,2,2,1,0.7545188926465899,596.0,1
380,23,0,1.36,4,1,0,0.2200369205312677,4556.0,0
381,52,1,1.08,5,1,1,0.585328376590682,1905.0,0
382,58,1,2.04,3,0,1,0.5882464317491891,1885.0,0
383,54,1,0.5,4,0,1,0.5402799461213377,2207.0,0
384,41,1,9.06,6,2,1,0.5263808482780254,2316.0,0
385,46,1,4.27,8,0,1,0.485923509633626,2594.0,0
386,66,1,0.5,5,0,0,0.7076858452506134,959.5,1
387,63,0,4.82,2,3,1,0.8043661495576557,228.0,1
388,48,0,4.13,7,1,1,0.5781371178424093,1944.0,0
389,52,0,12.42,5,0,0,0.5739597031072842,1973.0,0
390,50,0,0.84,3,1,1,0.5500129545570238,2144.0,0
391,69,1,2.19,4,1,1,0.7801673320429108,379.0,1
392,38,0,8.81,3,1,0,0.4051861843521051,3139.0,0
393,49,1,10.66,5,0,1,0.510769375854586,2419.0,0
394,40,1,3.97,4,1,0,0.41456434587998453,3088.0,0
395,50,1,5.5,4,0,0,0.49831530270288726,2512.0,0
396,20,0,0.5,8,0,0,0.1829727547323636,4828.0,0
397,35,0,2.6,7,0,0,0.3372290481938743,3658.0,0
398,42,0,0.5,3,0,0,0.37868129929271327,3332.5,0
399,59,0,0.5,5,0,1,0.6355998254291001,1532.0,0
400,48,0,7.23,3,1,0,0.5401349152345812,2209.0,0
401,20,1,1.81,6,1,0,0.1977396053810185,4737.0,0
402,57,1,0.88,2,0,0,0.5596799449112727,2070.0,0
403,63,1,10.9,4,0,1,0.6870383114509304,1119.0,0
404,41,1,1.41,5,2,1,0.49279707387163624,2543.0,0
405,67,0,15.24,3,2,1,0.8267955192933307,124.0,1
406,49,1,19.77,1,3,1,0.6643184483246354,1296.0,0
407,64,1,2.86,6,0,1,0.6996967566561708,1023.0,0
408,39,0,0.99,12,1,0,0.5024525395999944,2470.0,0
409,40,1,1.27,4,0,0,0.3503178372278343,3552.0,0
410,19,0,2.17,5,1,0,0.1924823930875822,4785.0,0
411,44,1,1.47,5,3,0,0.594473154947024,1835.0,0
412,59,1,0.9,1,1,1,0.6334515905638474,1555.0,0
413,19,0,14.99,3,1,0,0.20055431848240404,4714.0,0
414,43,1,0.5,9,0,0,0.44505477596976617,2875.0,0
415,34,1,4.48,4,0,1,0.2852077497385981,4041.0,0
416,57,1,1.79,2,0,0,0.5622303435860354,2052.0,0
417,50,0,3.56,6,1,1,0.5923810505454664,1846.0,0
418,26,1,7.82,5,0,0,0.21693815152269352,4586.0,0
419,60,0,2.36,6,0,0,0.6639930853064508,1299.0,0
420,65,0,1.82,4,4,1,0.8616156502943554,37.0,1
421,56,0,4.58,5,1,1,0.662779332450921,1310.0,0
422,46,1,5.49,6,2,0,0.5857393917818773,1904.0,0
423,59,1,6.39,6,3,1,0.7908420102658689,310.0,1
424,43,1,0.77,5,0,0,0.3996025272518434,3182.0,0
425,52,1,1.27,4,1,0,0.5743123923159402,1967.0,0
426,67,0,14.06,3,2,0,0.824864114377563,135.0,1
427,42,0,12.02,7,3,1,0.6343291463207983,1544.0,0
428,41,0,2.15,7,5,1,0.7038748328340192,992.0,1
429,30,0,9.1,10,3,0,0.4961066173123425,2523.0,0
430,24,0,3.05,3,2,0,0.26982036865675796,4153.0,0
431,53,0,3.41,5,0,0,0.5626123416340907,2050.0,0
432,62,0,1.3,4,1,1,0.7168031823519491,895.0,1
433,37,0,2.47,7,0,1,0.3624854062722067,3455.0,0
434,18,0,4.85,9,2,0,0.2633889458010199,4207.0,0
435,25,0,0.5,2,1,0,0.22141398846541546,4546.5,0
436,63,1,3.87,6,0,1,0.6902035330289739,1091.0,0
